"","plant_species","interaction","unique_id","order_all","family","genus","species","sex_or_flower_type","breeding_system","autonomous_selfing_level","autonomous_selfing_level_data_type","autonomous_selfing_level_fruit_set","autonomous_selfing_level_seed_set","autonomous_selfing_sample_size","compatibility","self_compatible_author","self_compatible_reference","self_compatible_doi","compatibility_genus","info_level","asexual_reproduction","asexual_reproduction_type","agamospermy/apomixis (yes/no/some_populations)","flower_colour","flower_morphology","flower_symmetry","floral_unit_width","corolla_diameter_mean","corolla_diameter_min","corolla_diameter_max","corolla_length_mean","corolla_length_min","corolla_length_max","tube_length","style_length_mm","style_length_min_mm","style_length_max_mm","style_length_max_sd","style_length_max_n","ovules_mean","ovules_min","ovules max","ovules_sd","ovules_n","life_form","lifespan","plant_height_min_m","plant_height_max_m","plant_height_mean_m","references","reference_info","doi","doi__1","doi__2","doi__3","net_id","net_id.1","visits","z_score_sum","phylo"
"225","Claytonia virginica",0,"burkle_usa_2013","Caryophyllales","Montiaceae","Claytonia","Claytonia virginica","bisexual","hermaphrodite","low","quantitative","0","0.33","NA","partially_self_compatible","robertshaw, 2015; motten et al., 1981","thesis; journal: https://doi.org/10.2307/1937292","https://docs.lib.purdue.edu/open_access_dissertations/551","NA","flower","NA","NA","NA","pink","dish","actinomorphic","10.5",10.5,"7","14","2.5","2","3","NA","3.5","3","4","0.5","NA",6,"2","NA","NA","NA","herb","perennial","0.15","0.25",0.2,"morgan,1998","journal: american journal of botany","NA",NA,NA,NA,NA,"16_1_burkle_usa_2013.csv",923,3.88255831850017,"Claytonia virginica"
"226","Cleistocactus baumannii",0,"souza_2018","Caryophyllales","Cactaceae","Cleistocactus","Cleistocactus baumannii","bisexual","hermaphrodite","none","quantitative","0","0","24","self_incompatible","bianchi et al., 2000","journal: flora","10.1016/S0367-2530(17)30992-1","NA","flower","NA","NA","no","red","tube","actinomorphic","7.19",7.19,"NA","NA","50.02","NA","NA","50.02","38.61","18.03","52.38","10.53","20",915.15,"200","1800","364.01","20","shrub","perennial","NA","1",0.5,"bianchi et al., 2000; gorostiague & ortega-baes 2016","journal: flora; journal: plant biology *style length and ovule number*","10.1016/S0367-2530(17)30992-1","10.1111/plb.12297","NA","NA","NA","10_1_souza_2017_brazil_chaco.csv",13,-0.262846518785892,"Cleistocactus baumannii"
"227","Clematis akebioides",0,"fang_2008","Ranunculales","Ranunculaceae","Clematis","Clematis akebioides","bisexual","hermaphrodite","high","quantitative","90","0.97","40","self_compatible","jiang et al., 2010","journal: australian journal of botany","10.1071/BT09163","NA","flower","NA","NA","NA","yellow","dish","actinomorphic","27",27,"20","34","5","NA","NA","NA","9.5","7","12","NA","NA",142,"NA","NA","NA","NA","vine","perennial","4.7","6",5.35,"NA","online: http://flora.huh.harvard.edu/","NA","NA","NA","NA","NA","5_1_fang_2008_china.csv",108,0.336406312846444,"Clematis akebioides"
"230","Cleome guianensis",0,"souza_2018","Brassicales","Cleomaceae","Cleome","Cleome guianensis","bisexual","hermaphrodite","NA","NA","NA","NA","NA","unknown","NA","NA","NA","NA","flower","NA","NA","NA","yellow","dish","zygomorphic","9",9,"NA","NA","1","NA","NA","NA","5.15","NA","NA","NA","NA",14,"2","26","NA","NA","herb","annual","0.1","0.4",0.25,"NA; NA","online: http://swbiodiversity.org *style length from picture and approximate number of ovules from the family*; online: https://www.plantes-botanique.org","NA","NA","NA","NA","NA","10_1_souza_2017_brazil_chaco.csv",1,-0.306082824330155,"Cleome guianensis"
"235","Coffea macrocarpa",0,"kaiser_bunbury_2010","Gentianales","Rubiaceae","Coffea","Coffea macrocarpa","bisexual","hermaphrodite","none","qualitative","NA","NA","NA","self_incompatible","nowak, haller & yoder 2014","journal: journal of evolution biology","https://doi.org/10.1111/jeb.12396","NA","flower","NA","NA","NA","white","tube","actinomorphic","6.5",6.5,"NA","NA","6.5","6","7","6.5","NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","shrub","perennial","1.5","2",1.75,"nowak, haller & yoder 2014; leroy 1961; davis et al., 2006","journal: journal of evolutionary biology; journal: journal de agriculture traditionnelle et de botanique appliquee; journal: botanical journal of the linnean society","https://doi.org/10.1111/jeb.12396","NA","https://doi.org/10.1111/j.1095-8339.2006.00584.x","NA","NA","14_2_kaiser-bunbury_2010_mauritius_restored.csv",54,-0.0295927216572915,"Coffea macrocarpa"
"236","Coffea macrocarpa",0,"kaiser_bunbury_2010","Gentianales","Rubiaceae","Coffea","Coffea macrocarpa","bisexual","hermaphrodite","none","qualitative","NA","NA","NA","self_incompatible","nowak, haller & yoder 2014","journal: journal of evolution biology","https://doi.org/10.1111/jeb.12396","NA","flower","NA","NA","NA","white","tube","actinomorphic","6.5",6.5,"NA","NA","6.5","6","7","6.5","NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","shrub","perennial","1.5","2",1.75,"nowak, haller & yoder 2014; leroy 1961; davis et al., 2006","journal: journal of evolutionary biology; journal: journal de agriculture traditionnelle et de botanique appliquee; journal: botanical journal of the linnean society","https://doi.org/10.1111/jeb.12396","NA","https://doi.org/10.1111/j.1095-8339.2006.00584.x","NA","NA","14_1_kaiser-bunbury_2010_mauritius_control.csv",7,-0.663712974627331,"Coffea macrocarpa"
"242","Commelina nudiflora",0,"souza_2018","Commelinales","Commelinaceae","Murdannia","Murdannia nudiflora","bisexual","hermaphrodite","high","quantitative","96","NA","NA","self_compatible","veena & nampy 2019","journal: botany","https://doi.org/10.1139/cjb-2019-0007","NA","flower","yes","NA","yes","purple","dish","actinomorphic","9",9,"8","10","1.5","NA","NA","NA","0.9","NA","NA","NA","NA",6,"NA","NA","NA","NA","herb","annual","NA","0.3",0.15,"keighery 1982; nandikar & gurav 2015; NA","journal: flora; journal: phytodiversity vol. 2 (1): 56-112; online: http://www.efloras.org/ *style length and ovule number*","10.1016/S0367-2530(17)31344-0","NA","NA","NA","NA","10_1_souza_2017_brazil_chaco.csv",4,-0.295273747944089,"Murdannia nudiflora"
"246","Convolvulus althaeoides",0,"bartomeus_2008","Solanales","Convolvulaceae","Convolvulus","Convolvulus althaeoides","bisexual","hermaphrodite","NA","NA","NA","NA","NA","unknown","NA","NA","NA","NA","flower","NA","NA","NA","pink","campanulate","actinomorphic","22.5",22.5,"20","25","17.5","15","20","NA","7.5","5","10","NA","NA",4,"NA","NA","NA","NA","herb","perennial","NA","NA",1,"NA; wood et a., 2015","online: http://www.maltawildplants.com/; journal: phytokeys","NA","http://dx.doi.org/10.3897/phytokeys.51.7104","NA","NA","NA","1_5_bartomeus_spain_2008_miqop_1_2.csv",2,-0.812798558577663,"Convolvulus althaeoides"
"247","Convolvulus althaeoides",0,"bartomeus_2008","Solanales","Convolvulaceae","Convolvulus","Convolvulus althaeoides","bisexual","hermaphrodite","NA","NA","NA","NA","NA","unknown","NA","NA","NA","NA","flower","NA","NA","NA","pink","campanulate","actinomorphic","22.5",22.5,"20","25","17.5","15","20","NA","7.5","5","10","NA","NA",4,"NA","NA","NA","NA","herb","perennial","NA","NA",1,"NA; wood et a., 2015","online: http://www.maltawildplants.com/; journal: phytokeys","NA","http://dx.doi.org/10.3897/phytokeys.51.7104","NA","NA","NA","1_1_bartomeus_spain_2008_batca_1_2.csv",7,-0.802034845561483,"Convolvulus althaeoides"
"248","Convolvulus althaeoides",0,"bartomeus_2008","Solanales","Convolvulaceae","Convolvulus","Convolvulus althaeoides","bisexual","hermaphrodite","NA","NA","NA","NA","NA","unknown","NA","NA","NA","NA","flower","NA","NA","NA","pink","campanulate","actinomorphic","22.5",22.5,"20","25","17.5","15","20","NA","7.5","5","10","NA","NA",4,"NA","NA","NA","NA","herb","perennial","NA","NA",1,"NA; wood et a., 2015","online: http://www.maltawildplants.com/; journal: phytokeys","NA","http://dx.doi.org/10.3897/phytokeys.51.7104","NA","NA","NA","1_2_bartomeus_spain_2008_fraop_1_2.csv",17,-0.0414295480799921,"Convolvulus althaeoides"
"249","Convolvulus arvensis",0,"bartomeus_2015","Solanales","Convolvulaceae","Convolvulus","Convolvulus arvensis","bisexual","hermaphrodite","none","qualitative","NA","NA","NA","self_incompatible","westwood, tominaga & weller 1997","journal: the journal of heredity","https://doi.org/10.1093/oxfordjournals.jhered.a023137","NA","flower","yes","rhizomes","no","white","campanulate","actinomorphic","22.5",22.5,"20","25","15","20","25","NA","10","NA","NA","NA","NA",4,"NA","NA","NA","NA","herb","perennial","0.5","2",1.25,"weaver&riley 1982; gonzález&gianoli 2004; NA","journal: canadian journal of plant sciences; journal: acta oecologica; online: http://www.missouriplants.com/ *style length and ovule number*","NA","https://doi.org/10.4141/cjps82-066","NA","NA","NA","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",1,-0.915916340689555,"Convolvulus arvensis"
"250","Convolvulus arvensis",0,"bartomeus_2015","Solanales","Convolvulaceae","Convolvulus","Convolvulus arvensis","bisexual","hermaphrodite","none","qualitative","NA","NA","NA","self_incompatible","westwood, tominaga & weller 1997","journal: the journal of heredity","https://doi.org/10.1093/oxfordjournals.jhered.a023137","NA","flower","yes","rhizomes","no","white","campanulate","actinomorphic","22.5",22.5,"20","25","15","20","25","NA","10","NA","NA","NA","NA",4,"NA","NA","NA","NA","herb","perennial","0.5","2",1.25,"weaver&riley 1982; gonzález&gianoli 2004; NA","journal: canadian journal of plant sciences; journal: acta oecologica; online: http://www.missouriplants.com/ *style length and ovule number*","NA","https://doi.org/10.4141/cjps82-066","NA","NA","NA","12_11_bartomeus_spain_2008_Niebla_unp.csv",20,1.08432164201486,"Convolvulus arvensis"
"251","Convolvulus arvensis",0,"bartomeus_2015","Solanales","Convolvulaceae","Convolvulus","Convolvulus arvensis","bisexual","hermaphrodite","none","qualitative","NA","NA","NA","self_incompatible","westwood, tominaga & weller 1997","journal: the journal of heredity","https://doi.org/10.1093/oxfordjournals.jhered.a023137","NA","flower","yes","rhizomes","no","white","campanulate","actinomorphic","22.5",22.5,"20","25","15","20","25","NA","10","NA","NA","NA","NA",4,"NA","NA","NA","NA","herb","perennial","0.5","2",1.25,"weaver&riley 1982; gonzález&gianoli 2004; NA","journal: canadian journal of plant sciences; journal: acta oecologica; online: http://www.missouriplants.com/ *style length and ovule number*","NA","https://doi.org/10.4141/cjps82-066","NA","NA","NA","12_5_bartomeus_spain_2008_Elpinar_unp.csv",4,-0.623055982849033,"Convolvulus arvensis"
"254","Corokia cotoneaster",0,"primack_1983","Asterales","Argophyllaceae","Corokia","Corokia cotoneaster","bisexual","hermaphrodite","none","quantitative","0","0","70","self_incompatible","webb 1994","journal: new zealand journal of botany","https://doi.org/10.1080/0028825X.1994.10410481","NA","flower","NA","NA","no","yellow","dish","actinomorphic","6.5",6.5,"5","8","1","NA","NA","NA","1.5","NA","NA","NA","NA",1,"NA","NA","NA","NA","shrub","perennial","NA","2",1,"spencer 2002; webb 1994","book: horticultural flora of south eastern australia; journal: new zealand journal of botany","NA","https://doi.org/10.1080/0028825X.1994.10410481","NA","NA","NA","17_1_arroyo_correa_new_zealand_2019_1.csv",4,-0.491314857268812,"Corokia cotoneaster"
"255","Corokia cotoneaster",0,"primack_1983","Asterales","Argophyllaceae","Corokia","Corokia cotoneaster","bisexual","hermaphrodite","none","quantitative","0","0","70","self_incompatible","webb 1994","journal: new zealand journal of botany","https://doi.org/10.1080/0028825X.1994.10410481","NA","flower","NA","NA","no","yellow","dish","actinomorphic","6.5",6.5,"5","8","1","NA","NA","NA","1.5","NA","NA","NA","NA",1,"NA","NA","NA","NA","shrub","perennial","NA","2",1,"spencer 2002; webb 1994","book: horticultural flora of south eastern australia; journal: new zealand journal of botany","NA","https://doi.org/10.1080/0028825X.1994.10410481","NA","NA","NA","17_2_arroyo_correa_new_zealand_2019_2.csv",18,-0.149419254150136,"Corokia cotoneaster"
"257","Craterispermum microdon",0,"kaiser_bunbury_2017","Gentianales","Rubiaceae","Craterispermum","Craterispermum microdon","bisexual","hermaphrodite","NA","NA","NA","NA","NA","unknown","NA","NA","NA","NA","flower","NA","NA","NA","white","tube","actinomorphic","4.5",4.5,"4","5","5.5","5","6","4.0999999999999996","4.5","4","5","NA","NA",2,"1","2","NA","NA","shrub","perennial","7","7.1",7.5,"Friedman,1994","book:Flore des Seychelles. Dicotylédones. OSTROM, Paris,","NA",NA,NA,NA,NA,"13_3_kaiser-bunbury_2011_seychelles_copolia.csv",61,-0.0438092267248371,"Craterispermum microdon"
"258","Craterispermum microdon",0,"kaiser_bunbury_2017","Gentianales","Rubiaceae","Craterispermum","Craterispermum microdon","bisexual","hermaphrodite","NA","NA","NA","NA","NA","unknown","NA","NA","NA","NA","flower","NA","NA","NA","white","tube","actinomorphic","4.5",4.5,"4","5","5.5","5","6","4.0999999999999996","4.5","4","5","NA","NA",2,"1","2","NA","NA","shrub","perennial","7","7.1",7.5,"Friedman,1994","book:Flore des Seychelles. Dicotylédones. OSTROM, Paris,","NA",NA,NA,NA,NA,"11_3_kaiser-bunbury_2017_seychelles_copolia.csv",88,0.590077445740588,"Craterispermum microdon"
"259","Crepis capillaris",0,"arroyo-correa_2019","Asterales","Asteraceae","Crepis","Crepis capillaris","bisexual","hermaphrodite","none","qualitative","NA","NA","NA","self_incompatible","NA","https://www.gardenorganic.org.uk/","NA","NA","capitulum","no","NA","NA","yellow","capitulum","actinomorphic","2",2,"2","2","10","7.5","12","3","1.25","1","1.5","0.25","NA",40,"20","60","NA","NA","herb","short_lived_perennial","0.15","1",0.6,"NA; NA","http://www.smmflowers.org; online: http://flora-emslandia.com/",NA,"NA","NA",NA,NA,"17_1_arroyo_correa_new_zealand_2019_1.csv",18,-0.0997223225149569,"Crepis capillaris"
"260","Crepis capillaris",0,"arroyo-correa_2019","Asterales","Asteraceae","Crepis","Crepis capillaris","bisexual","hermaphrodite","none","qualitative","NA","NA","NA","self_incompatible","NA","https://www.gardenorganic.org.uk/","NA","NA","capitulum","no","NA","NA","yellow","capitulum","actinomorphic","2",2,"2","2","10","7.5","12","3","1.25","1","1.5","0.25","NA",40,"20","60","NA","NA","herb","short_lived_perennial","0.15","1",0.6,"NA; NA","http://www.smmflowers.org; online: http://flora-emslandia.com/",NA,"NA","NA",NA,NA,"17_2_arroyo_correa_new_zealand_2019_2.csv",27,0.0264357141957933,"Crepis capillaris"
"261","Crepis capillaris",0,"arroyo-correa_2019","Asterales","Asteraceae","Crepis","Crepis capillaris","bisexual","hermaphrodite","none","qualitative","NA","NA","NA","self_incompatible","NA","https://www.gardenorganic.org.uk/","NA","NA","capitulum","no","NA","NA","yellow","capitulum","actinomorphic","2",2,"2","2","10","7.5","12","3","1.25","1","1.5","0.25","NA",40,"20","60","NA","NA","herb","short_lived_perennial","0.15","1",0.6,"NA; NA","http://www.smmflowers.org; online: http://flora-emslandia.com/",NA,"NA","NA",NA,NA,"17_3_arroyo_correa_new_zealand_2019_3.csv",5,-0.527329504480582,"Crepis capillaris"
"262","Crithmum maritimum",0,"olesen_2002","Apiales","Apiaceae","Crthitmum","Crithmum maritimum","bisexual","hermaphrodite","NA","NA","NA","NA","NA","self_compatible","Latron et al., 2020","journal: heredity","https://doi.org/10.1038/s41437-019-0269-0","NA","flower","yes","rizhome","NA","yellow","dish","actinomorphic","3",3,"2","4","1","NA","NA","NA","5.5","NA","NA","NA","NA",4,"2","4","NA","NA","herb","perennial","0.3","0.6",0.45,"renna 2018","journal: plants; book: atlas of seeds and fruits on eastern european flora","https://doi.org/10.3390/plants7040092",NA,NA,NA,NA,"8_1_olesen_2002_azores.csv",275,1.4593412204251,"Crithmum maritimum"
"268","Cuphea thymoides",0,"souza_2018","Myrtales","Lythraceae","Cuphea","Cuphea thymoides","bisexual","hermaphrodite","NA","NA","NA","NA","NA","unknown","NA","NA","NA","NA","flower","NA","NA","NA","pink","tube","actinomorphic","1.25",1.25,"1","1.5","7","5","9","7","1","NA","NA","NA","NA",6,"NA","NA","NA","NA","herb","perennial","0.25","0.8",0.5,"graham 2001","journal: systematic botany 42(4):1-61 *style length and ovule number based on synonym serpyllifolia*","https://doi.org/10.1600/036364417X696528","NA","NA","NA","NA","10_1_souza_2017_brazil_chaco.csv",2,-0.302479798868133,"Cuphea thymoides"
