"","Plant_species","guild","Id","Interaction","Z_scores","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","species","phylo"
"605","Cistus salvifolius","Apidae","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv",11,-0.0352929643010576,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"606","Cistus salvifolius","Apidae","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",73,2.89154290298735,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"607","Cistus salvifolius","Apidae","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv",29,-0.187899899824692,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"608","Cistus salvifolius","Apidae","12_3_bartomeus_spain_2008_Bonares_unp.csv",73,2.41628753140591,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"609","Cistus salvifolius","Apidae","12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp.csv",3,-0.397309679174096,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"610","Cistus salvifolius","Apidae","12_6_bartomeus_spain_2008_Elpozo_unp.csv",4,-0.390619094108991,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"611","Cistus salvifolius","Apidae","12_8_bartomeus_spain_2008_LaCunya_unp.csv",12,0.677681736377343,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"612","Cistus salvifolius","Coleoptera","1_3_bartomeus_spain_2008_medca_1_2.csv",25,2.86808323050261,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"613","Cistus salvifolius","Coleoptera","1_4_bartomeus_spain_2008_medca_2_3.csv",11,1.28791791771604,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"614","Cistus salvifolius","Coleoptera","12_10_bartomeus_spain_2008_Lasmulas_unp.csv",2,-0.482884460241935,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"615","Cistus salvifolius","Coleoptera","12_12_bartomeus_spain_2008_PinaresdeHinojos_unp.csv",4,-0.561498989178636,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"616","Cistus salvifolius","Coleoptera","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",1,-0.469821773289326,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"617","Cistus salvifolius","Coleoptera","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv",5,-0.435279893046377,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"618","Cistus salvifolius","Coleoptera","12_2_bartomeus_spain_2008_ConventodelaLuz_unp.csv",5,-0.581354723618677,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"619","Cistus salvifolius","Coleoptera","12_5_bartomeus_spain_2008_Elpinar_unp.csv",2,-0.522300909449098,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"620","Cistus salvifolius","Coleoptera","12_6_bartomeus_spain_2008_Elpozo_unp.csv",3,-0.413939637040871,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"621","Cistus salvifolius","Coleoptera","12_7_bartomeus_spain_2008_Esparragal_unp.csv",2,-0.496557479302586,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"622","Cistus salvifolius","Coleoptera","12_8_bartomeus_spain_2008_LaCunya_unp.csv",2,-0.465395891247091,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"623","Cistus salvifolius","Hymenoptera","1_3_bartomeus_spain_2008_medca_1_2.csv",16,1.54293675394953,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"624","Cistus salvifolius","Hymenoptera","1_4_bartomeus_spain_2008_medca_2_3.csv",7,0.382894516077741,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"625","Cistus salvifolius","Hymenoptera","12_12_bartomeus_spain_2008_PinaresdeHinojos_unp.csv",14,1.51812689666817,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"626","Cistus salvifolius","Hymenoptera","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",4,-0.223015142067719,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"627","Cistus salvifolius","Hymenoptera","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",7,-0.217601663418214,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"628","Cistus salvifolius","Hymenoptera","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv",15,0.231364988195822,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"629","Cistus salvifolius","Hymenoptera","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",8,-0.345878337677912,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"630","Cistus salvifolius","Hymenoptera","12_3_bartomeus_spain_2008_Bonares_unp.csv",8,-0.377827731970774,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"631","Cistus salvifolius","Hymenoptera","12_6_bartomeus_spain_2008_Elpozo_unp.csv",6,-0.343978008245231,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"632","Cistus salvifolius","Hymenoptera","12_7_bartomeus_spain_2008_Esparragal_unp.csv",8,0.234225226086126,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"633","Cistus salvifolius","Hymenoptera","12_8_bartomeus_spain_2008_LaCunya_unp.csv",5,-0.122472602959761,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"634","Cistus salvifolius","Hymenoptera","12_9_bartomeus_spain_2008_LaRocina_unp.csv",8,-0.282480383987755,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"635","Cistus salvifolius","Non-syrphids-diptera","1_3_bartomeus_spain_2008_medca_1_2.csv",5,-0.0766867173931179,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"636","Cistus salvifolius","Non-syrphids-diptera","1_4_bartomeus_spain_2008_medca_2_3.csv",5,-0.0696171847414074,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"637","Cistus salvifolius","Non-syrphids-diptera","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",1,-0.277472327921464,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"638","Cistus salvifolius","Non-syrphids-diptera","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv",1,-0.701937845543257,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"639","Cistus salvifolius","Non-syrphids-diptera","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",10,-0.246265376426674,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"640","Cistus salvifolius","Non-syrphids-diptera","12_6_bartomeus_spain_2008_Elpozo_unp.csv",1,-0.460580722904631,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"641","Cistus salvifolius","Non-syrphids-diptera","12_8_bartomeus_spain_2008_LaCunya_unp.csv",1,-0.579703654009534,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"642","Cistus salvifolius","Syrphids","1_3_bartomeus_spain_2008_medca_1_2.csv",1,-0.665640706972263,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"643","Cistus salvifolius","Syrphids","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv",2,-0.434859956452174,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"644","Cistus salvifolius","Syrphids","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv",1,-0.277472327921464,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"645","Cistus salvifolius","Syrphids","12_14_bartomeus_spain_2008_Urbanizaciones_unp.csv",2,-0.427785088310807,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"646","Cistus salvifolius","Syrphids","12_15_bartomeus_spain_2008_Villamanriqueeste_unp.csv",4,-0.501944381170597,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"647","Cistus salvifolius","Syrphids","12_16_bartomeus_spain_2008_Villamanriquesur_unp.csv",9,-0.296071857052293,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"648","Cistus salvifolius","Syrphids","12_3_bartomeus_spain_2008_Bonares_unp.csv",6,-0.463800509305441,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"649","Cistus salvifolius","Syrphids","12_6_bartomeus_spain_2008_Elpozo_unp.csv",1,-0.460580722904631,"Malvales","Cistaceae","Cistus","Cistus salviifolius","hermaphrodite","partially_self_compatible","none","quantitative","0","dish","actinomorphic","100","3","20","20","5","1","77","shrub","perennial","0.95",NA,"Cistus salviifolius"
"650","Claoxylon linostachys","Coleoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",2,-0.459271604546085,"Malpighiales","Euphorbiaceae","Claoxylon","Claoxylon linostachys","dioecious","dioecious","none","quantitative","0","brush","actinomorphic","NA","20","20","1.5","2.5","0.5","3","shrub","perennial","0.5",NA,"Claoxylon linostachys"
"651","Claoxylon linostachys","Hymenoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",21,0.210368062518272,"Malpighiales","Euphorbiaceae","Claoxylon","Claoxylon linostachys","dioecious","dioecious","none","quantitative","0","brush","actinomorphic","NA","20","20","1.5","2.5","0.5","3","shrub","perennial","0.5",NA,"Claoxylon linostachys"
"652","Claoxylon linostachys","Non-syrphids-diptera","14_1_kaiser-bunbury_2010_mauritius_control.csv",6,-0.406539556708427,"Malpighiales","Euphorbiaceae","Claoxylon","Claoxylon linostachys","dioecious","dioecious","none","quantitative","0","brush","actinomorphic","NA","20","20","1.5","2.5","0.5","3","shrub","perennial","0.5",NA,"Claoxylon linostachys"
"653","Claoxylon linostachys","Non-syrphids-diptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",9,-0.212562253522374,"Malpighiales","Euphorbiaceae","Claoxylon","Claoxylon linostachys","dioecious","dioecious","none","quantitative","0","brush","actinomorphic","NA","20","20","1.5","2.5","0.5","3","shrub","perennial","0.5",NA,"Claoxylon linostachys"
"654","Claoxylon linostachys","Syrphids","14_1_kaiser-bunbury_2010_mauritius_control.csv",4,-0.482630896796642,"Malpighiales","Euphorbiaceae","Claoxylon","Claoxylon linostachys","dioecious","dioecious","none","quantitative","0","brush","actinomorphic","NA","20","20","1.5","2.5","0.5","3","shrub","perennial","0.5",NA,"Claoxylon linostachys"
"655","Claoxylon linostachys","Syrphids","14_2_kaiser-bunbury_2010_mauritius_restored.csv",16,0.0341470975013363,"Malpighiales","Euphorbiaceae","Claoxylon","Claoxylon linostachys","dioecious","dioecious","none","quantitative","0","brush","actinomorphic","NA","20","20","1.5","2.5","0.5","3","shrub","perennial","0.5",NA,"Claoxylon linostachys"
"656","Claytonia virginica","Apidae","16_1_burkle_usa_2013.csv",65,0.233474610675225,"Caryophyllales","Montiaceae","Claytonia","Claytonia virginica","hermaphrodite","partially_self_compatible","low","quantitative","0","dish","actinomorphic","20","10","10.5","10.5","2.5","3.5","4","herb","perennial","0.2",NA,"Claytonia virginica"
"657","Clematis akebioides","Apidae","5_1_fang_2008_china.csv",108,1.80433555715712,"Ranunculales","Ranunculaceae","Clematis","Clematis akebioides","hermaphrodite","self_compatible","high","quantitative","90","dish","actinomorphic","100","5","27","27","5","9.5","142","vine","perennial","5.35",NA,"Clematis akebioides"
