"","Plant_species","guild","Id","Interaction","Z_scores","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","species","phylo"
"1853","Opuntia stricta","Coleoptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",4,-0.399297698815867,"Caryophyllales","Cactaceae","Opuntia","Opuntia stricta","hermaphrodite","self_compatible","medium","quantitative","63","bowl","actinomorphic","100","1","70","70","25","17.5","270","herb","perennial","0.26",NA,"Opuntia stricta"
"1854","Opuntia stricta","Coleoptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",23,1.87849672881965,"Caryophyllales","Cactaceae","Opuntia","Opuntia stricta","hermaphrodite","self_compatible","medium","quantitative","63","bowl","actinomorphic","100","1","70","70","25","17.5","270","herb","perennial","0.26",NA,"Opuntia stricta"
"1855","Opuntia stricta","Coleoptera","1_6_bartomeus_spain_2008_selop_1_2.csv",8,0.278822798573323,"Caryophyllales","Cactaceae","Opuntia","Opuntia stricta","hermaphrodite","self_compatible","medium","quantitative","63","bowl","actinomorphic","100","1","70","70","25","17.5","270","herb","perennial","0.26",NA,"Opuntia stricta"
"1856","Opuntia stricta","Hymenoptera","1_2_bartomeus_spain_2008_fraop_1_2.csv",17,1.03502166666745,"Caryophyllales","Cactaceae","Opuntia","Opuntia stricta","hermaphrodite","self_compatible","medium","quantitative","63","bowl","actinomorphic","100","1","70","70","25","17.5","270","herb","perennial","0.26",NA,"Opuntia stricta"
"1857","Opuntia stricta","Hymenoptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",4,-0.347066370220721,"Caryophyllales","Cactaceae","Opuntia","Opuntia stricta","hermaphrodite","self_compatible","medium","quantitative","63","bowl","actinomorphic","100","1","70","70","25","17.5","270","herb","perennial","0.26",NA,"Opuntia stricta"
"1858","Opuntia stricta","Hymenoptera","1_6_bartomeus_spain_2008_selop_1_2.csv",6,0.0649313366540615,"Caryophyllales","Cactaceae","Opuntia","Opuntia stricta","hermaphrodite","self_compatible","medium","quantitative","63","bowl","actinomorphic","100","1","70","70","25","17.5","270","herb","perennial","0.26",NA,"Opuntia stricta"
"1859","Opuntia stricta","Non-syrphids-diptera","1_5_bartomeus_spain_2008_miqop_1_2.csv",1,-0.6984710700692,"Caryophyllales","Cactaceae","Opuntia","Opuntia stricta","hermaphrodite","self_compatible","medium","quantitative","63","bowl","actinomorphic","100","1","70","70","25","17.5","270","herb","perennial","0.26",NA,"Opuntia stricta"
"1860","Opuntia stricta","Non-syrphids-diptera","1_6_bartomeus_spain_2008_selop_1_2.csv",1,-0.469797318144092,"Caryophyllales","Cactaceae","Opuntia","Opuntia stricta","hermaphrodite","self_compatible","medium","quantitative","63","bowl","actinomorphic","100","1","70","70","25","17.5","270","herb","perennial","0.26",NA,"Opuntia stricta"
"1861","Opuntia sulphurea","Apidae","15_1_peralta_2006_mendoza_site_1.csv",7,-0.360761177277841,"Caryophyllales","Cactaceae","Opuntia","Opuntia sulphurea","hermaphrodite","self_compatible",NA,"NA","NA","bowl","actinomorphic","50","1","52.5","52.5","32.5","45","270","shrub","perennial","0.18",NA,"Opuntia sulphurea"
"1862","Opuntia sulphurea","Apidae","15_2_peralta_2006_mendoza_site_2.csv",4,-0.577315952295466,"Caryophyllales","Cactaceae","Opuntia","Opuntia sulphurea","hermaphrodite","self_compatible",NA,"NA","NA","bowl","actinomorphic","50","1","52.5","52.5","32.5","45","270","shrub","perennial","0.18",NA,"Opuntia sulphurea"
"1863","Opuntia sulphurea","Apidae","15_4_peralta_2006_mendoza_site_4.csv",9,-0.209138379527353,"Caryophyllales","Cactaceae","Opuntia","Opuntia sulphurea","hermaphrodite","self_compatible",NA,"NA","NA","bowl","actinomorphic","50","1","52.5","52.5","32.5","45","270","shrub","perennial","0.18",NA,"Opuntia sulphurea"
"1864","Opuntia sulphurea","Coleoptera","15_3_peralta_2006_mendoza_site_3.csv",1,-0.413252710886883,"Caryophyllales","Cactaceae","Opuntia","Opuntia sulphurea","hermaphrodite","self_compatible",NA,"NA","NA","bowl","actinomorphic","50","1","52.5","52.5","32.5","45","270","shrub","perennial","0.18",NA,"Opuntia sulphurea"
"1865","Opuntia sulphurea","Hymenoptera","15_1_peralta_2006_mendoza_site_1.csv",2,-0.42891505207844,"Caryophyllales","Cactaceae","Opuntia","Opuntia sulphurea","hermaphrodite","self_compatible",NA,"NA","NA","bowl","actinomorphic","50","1","52.5","52.5","32.5","45","270","shrub","perennial","0.18",NA,"Opuntia sulphurea"
"1866","Opuntia sulphurea","Hymenoptera","15_2_peralta_2006_mendoza_site_2.csv",2,-0.643741476417448,"Caryophyllales","Cactaceae","Opuntia","Opuntia sulphurea","hermaphrodite","self_compatible",NA,"NA","NA","bowl","actinomorphic","50","1","52.5","52.5","32.5","45","270","shrub","perennial","0.18",NA,"Opuntia sulphurea"
"1867","Opuntia sulphurea","Hymenoptera","15_3_peralta_2006_mendoza_site_3.csv",5,-0.384334349628433,"Caryophyllales","Cactaceae","Opuntia","Opuntia sulphurea","hermaphrodite","self_compatible",NA,"NA","NA","bowl","actinomorphic","50","1","52.5","52.5","32.5","45","270","shrub","perennial","0.18",NA,"Opuntia sulphurea"
"1868","Opuntia sulphurea","Hymenoptera","15_4_peralta_2006_mendoza_site_4.csv",4,-0.338732674533618,"Caryophyllales","Cactaceae","Opuntia","Opuntia sulphurea","hermaphrodite","self_compatible",NA,"NA","NA","bowl","actinomorphic","50","1","52.5","52.5","32.5","45","270","shrub","perennial","0.18",NA,"Opuntia sulphurea"
"1869","Orchis morio","Apidae","2_2_dicks_2002_england_hicklingbroad.csv",1,-0.275082225421316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1870","Orchis morio","Syrphids","2_2_dicks_2002_england_hicklingbroad.csv",2,-0.264163857047371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1871","Origanum vulgare","Apidae","5_1_fang_2008_china.csv",260,5.1421487227248,"Lamiales","Lamiaceae","Origanum","Origanum vulgare","hermaphrodite","self_compatible","none","quantitative","0","tube","zygomorphic","100","15","35","4","7.5","18.5","4","herb","perennial","0.5",NA,"Origanum vulgare"
"1872","Origanum vulgare","Hymenoptera","5_1_fang_2008_china.csv",18,-0.172001185613225,"Lamiales","Lamiaceae","Origanum","Origanum vulgare","hermaphrodite","self_compatible","none","quantitative","0","tube","zygomorphic","100","15","35","4","7.5","18.5","4","herb","perennial","0.5",NA,"Origanum vulgare"
"1873","Origanum vulgare","Non-syrphids-diptera","5_1_fang_2008_china.csv",6,-0.435512751315937,"Lamiales","Lamiaceae","Origanum","Origanum vulgare","hermaphrodite","self_compatible","none","quantitative","0","tube","zygomorphic","100","15","35","4","7.5","18.5","4","herb","perennial","0.5",NA,"Origanum vulgare"
"1874","Origanum vulgare","Syrphids","5_1_fang_2008_china.csv",21,-0.106123294187547,"Lamiales","Lamiaceae","Origanum","Origanum vulgare","hermaphrodite","self_compatible","none","quantitative","0","tube","zygomorphic","100","15","35","4","7.5","18.5","4","herb","perennial","0.5",NA,"Origanum vulgare"
"1875","Orites lancifolia","Hymenoptera","6_1_inouye_1988_australia.csv",50,1.27868630027724,"Proteales","Proteaceae","Orites","Orites lancifolius","hermaphrodite","NA",NA,"NA","NA","tube","actinomorphic","9500","30","40","5","4.0999999999999996","8","2","shrub","perennial","1",NA,"Orites lancifolius"
"1876","Orites lancifolia","Non-syrphids-diptera","6_1_inouye_1988_australia.csv",25,0.347469103336207,"Proteales","Proteaceae","Orites","Orites lancifolius","hermaphrodite","NA",NA,"NA","NA","tube","actinomorphic","9500","30","40","5","4.0999999999999996","8","2","shrub","perennial","1",NA,"Orites lancifolius"
"1877","Orites lancifolia","Syrphids","6_1_inouye_1988_australia.csv",2,-0.509250717849545,"Proteales","Proteaceae","Orites","Orites lancifolius","hermaphrodite","NA",NA,"NA","NA","tube","actinomorphic","9500","30","40","5","4.0999999999999996","8","2","shrub","perennial","1",NA,"Orites lancifolius"
"1878","Oxalis sp.","Apidae","10_1_souza_2017_brazil_chaco.csv",1,-0.404914703564375,"Oxalidales","Oxalidaceae","Oxalis","Oxalis sp","NA","NA",NA,"NA","NA","NA","NA","20","1","5.0999999999999996","5.0999999999999996","1.3","1","71","NA","NA","0.8",NA,"Oxalis sp"
"1879","Oxalis sp.","Coleoptera","10_1_souza_2017_brazil_chaco.csv",1,-0.404914703564375,"Oxalidales","Oxalidaceae","Oxalis","Oxalis sp","NA","NA",NA,"NA","NA","NA","NA","20","1","5.0999999999999996","5.0999999999999996","1.3","1","71","NA","NA","0.8",NA,"Oxalis sp"
"1880","Oxalis sp.","Lepidoptera","10_1_souza_2017_brazil_chaco.csv",6,-0.306965206488433,"Oxalidales","Oxalidaceae","Oxalis","Oxalis sp","NA","NA",NA,"NA","NA","NA","NA","20","1","5.0999999999999996","5.0999999999999996","1.3","1","71","NA","NA","0.8",NA,"Oxalis sp"
"1881","Oxalis sp.","Non-syrphids-diptera","10_1_souza_2017_brazil_chaco.csv",1,-0.404914703564375,"Oxalidales","Oxalidaceae","Oxalis","Oxalis sp","NA","NA",NA,"NA","NA","NA","NA","20","1","5.0999999999999996","5.0999999999999996","1.3","1","71","NA","NA","0.8",NA,"Oxalis sp"
"1882","Oxalis violacea","Apidae","16_1_burkle_usa_2013.csv",11,-0.41944822164464,"Oxalidales","Oxalidaceae","Oxalis","Oxalis violacea","hermaphrodite","self_incompatible","low","qualitative","NA","campanulate","actinomorphic","20","1","200","50","24.1","0.75","71","herb","perennial","0.15",NA,"Oxalis violacea"
"1883","Oxylobium ellipticum","Hymenoptera","6_1_inouye_1988_australia.csv",23,0.272971727580924,"Fabales","Fabaceae","Oxylobium","Oxylobium ellipticum","hermaphrodite","NA",NA,"NA","NA","papilionaceous","zygomorphic","200","40","55","7.1","9","5","9","shrub","perennial","1",NA,"Oxylobium ellipticum"
"1884","Oxylobium ellipticum","Non-syrphids-diptera","6_1_inouye_1988_australia.csv",1,-0.546499405727186,"Fabales","Fabaceae","Oxylobium","Oxylobium ellipticum","hermaphrodite","NA",NA,"NA","NA","papilionaceous","zygomorphic","200","40","55","7.1","9","5","9","shrub","perennial","1",NA,"Oxylobium ellipticum"
"1885","Ozothamnus leptophyllus","Apidae","17_1_arroyo_correa_new_zealand_2019_1.csv",1,-0.552230019110717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1886","Ozothamnus leptophyllus","Coleoptera","17_1_arroyo_correa_new_zealand_2019_1.csv",11,0.176406811660368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1887","Ozothamnus leptophyllus","Coleoptera","17_2_arroyo_correa_new_zealand_2019_2.csv",1,-0.40154491594709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1888","Ozothamnus leptophyllus","Hymenoptera","17_1_arroyo_correa_new_zealand_2019_1.csv",57,3.52813623320736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1889","Ozothamnus leptophyllus","Hymenoptera","17_3_arroyo_correa_new_zealand_2019_3.csv",12,0.276435050754969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1890","Ozothamnus leptophyllus","Lepidoptera","17_1_arroyo_correa_new_zealand_2019_1.csv",2,-0.479366336033608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1891","Ozothamnus leptophyllus","Lepidoptera","17_2_arroyo_correa_new_zealand_2019_2.csv",1,-0.40154491594709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1892","Ozothamnus leptophyllus","Lepidoptera","17_3_arroyo_correa_new_zealand_2019_3.csv",13,0.345543813443712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1893","Ozothamnus leptophyllus","Non-syrphids-diptera","17_1_arroyo_correa_new_zealand_2019_1.csv",36,1.99799888858808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1894","Ozothamnus leptophyllus","Non-syrphids-diptera","17_2_arroyo_correa_new_zealand_2019_2.csv",1,-0.40154491594709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1895","Ozothamnus leptophyllus","Non-syrphids-diptera","17_3_arroyo_correa_new_zealand_2019_3.csv",9,0.0691087626887423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1896","Ozothamnus leptophyllus","Syrphids","17_1_arroyo_correa_new_zealand_2019_1.csv",5,-0.260775286802283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1897","Ozothamnus leptophyllus","Syrphids","17_3_arroyo_correa_new_zealand_2019_3.csv",4,-0.276435050754969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1898","Pandanus barklyi","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",66,1.7963567476707,"Pandanales","Pandanaceae","Pandanus","Pandanus barkleyi","dioecious","dioecious","none","quantitative","0","NA","NA","300","100","100","2","2","1","1","shrub","perennial","4.5",NA,"Pandanus barkleyi"
"1899","Pandanus barklyi","Non-syrphids-diptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.494515797549472,"Pandanales","Pandanaceae","Pandanus","Pandanus barkleyi","dioecious","dioecious","none","quantitative","0","NA","NA","300","100","100","2","2","1","1","shrub","perennial","4.5",NA,"Pandanus barkleyi"
"1900","Pandanus barklyi","Syrphids","14_2_kaiser-bunbury_2010_mauritius_restored.csv",4,-0.38878321853931,"Pandanales","Pandanaceae","Pandanus","Pandanus barkleyi","dioecious","dioecious","none","quantitative","0","NA","NA","300","100","100","2","2","1","1","shrub","perennial","4.5",NA,"Pandanus barkleyi"
"1901","Pandanus rigidifolius","Apidae","14_2_kaiser-bunbury_2010_mauritius_restored.csv",2,-0.459271604546085,"Pandanales","Pandanaceae","Pandanus","Pandanus rigidifolius","monoecious","monoecious","none","quantitative","0","NA","NA","900","300","100","2","2","1","1","shrub","perennial","2.5",NA,"Pandanus rigidifolius"
"1902","Pandanus rigidifolius","Non-syrphids-diptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",2,-0.459271604546085,"Pandanales","Pandanaceae","Pandanus","Pandanus rigidifolius","monoecious","monoecious","none","quantitative","0","NA","NA","900","300","100","2","2","1","1","shrub","perennial","2.5",NA,"Pandanus rigidifolius"
"1903","Pandanus wiehii","Hymenoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.494515797549472,"Malpighiales","Pandaceae","Pandanus","Pandanus wiehei","NA","monoecious","none","quantitative","0","NA","NA","1200","400","100","2","2","1","1","NA","NA","4",NA,"Pandanus wiehei"
"1904","Pandanus wiehii","Lepidoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.494515797549472,"Malpighiales","Pandaceae","Pandanus","Pandanus wiehei","NA","monoecious","none","quantitative","0","NA","NA","1200","400","100","2","2","1","1","NA","NA","4",NA,"Pandanus wiehei"
"1905","Paragenipa lancifolia","Apidae","11_1_kaiser-bunbury_2017_seychelles_bernica.csv",32,0.196233362303676,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1906","Paragenipa lancifolia","Apidae","11_2_kaiser-bunbury_2017_seychelles_casse_dent.csv",14,-0.288357729038542,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1907","Paragenipa lancifolia","Apidae","11_3_kaiser-bunbury_2017_seychelles_copolia.csv",6,-0.416022250955526,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1908","Paragenipa lancifolia","Apidae","11_4_kaiser-bunbury_2017_seychelles_reserve.csv",22,-0.258853061075216,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1909","Paragenipa lancifolia","Apidae","11_5_kaiser-bunbury_2017_seychelles_rosebelle.csv",3,-0.431474359092708,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1910","Paragenipa lancifolia","Apidae","11_6_kaiser-bunbury_2017_seychelles_salazie.csv",36,0.0763660422093056,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1911","Paragenipa lancifolia","Apidae","11_7_kaiser-bunbury_2017_seychelles_tea_plantation.csv",55,0.334065055849058,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1912","Paragenipa lancifolia","Apidae","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv",25,-0.0595843242090217,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1913","Paragenipa lancifolia","Coleoptera","11_6_kaiser-bunbury_2017_seychelles_salazie.csv",1,-0.509001760676074,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1914","Paragenipa lancifolia","Hymenoptera","11_1_kaiser-bunbury_2017_seychelles_bernica.csv",14,-0.267851377742974,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1915","Paragenipa lancifolia","Hymenoptera","11_2_kaiser-bunbury_2017_seychelles_casse_dent.csv",12,-0.324821028968577,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1916","Paragenipa lancifolia","Hymenoptera","11_3_kaiser-bunbury_2017_seychelles_copolia.csv",24,0.503372118593874,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1917","Paragenipa lancifolia","Hymenoptera","11_4_kaiser-bunbury_2017_seychelles_reserve.csv",63,0.390464005630337,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1918","Paragenipa lancifolia","Hymenoptera","11_5_kaiser-bunbury_2017_seychelles_rosebelle.csv",2,-0.475956251782678,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1919","Paragenipa lancifolia","Hymenoptera","11_6_kaiser-bunbury_2017_seychelles_salazie.csv",66,0.578109873253917,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1920","Paragenipa lancifolia","Hymenoptera","11_7_kaiser-bunbury_2017_seychelles_tea_plantation.csv",85,0.820742565269447,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1921","Paragenipa lancifolia","Hymenoptera","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv",11,-0.353178592099285,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1922","Paragenipa lancifolia","Lepidoptera","11_7_kaiser-bunbury_2017_seychelles_tea_plantation.csv",2,-0.525731877460297,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1923","Paragenipa lancifolia","Non-syrphids-diptera","11_1_kaiser-bunbury_2017_seychelles_bernica.csv",2,-0.57724120444074,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1924","Paragenipa lancifolia","Non-syrphids-diptera","11_3_kaiser-bunbury_2017_seychelles_copolia.csv",3,-0.569254645880426,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1925","Paragenipa lancifolia","Non-syrphids-diptera","11_4_kaiser-bunbury_2017_seychelles_reserve.csv",8,-0.480571083852723,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1926","Paragenipa lancifolia","Non-syrphids-diptera","11_6_kaiser-bunbury_2017_seychelles_salazie.csv",2,-0.492276966307921,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1927","Paragenipa lancifolia","Non-syrphids-diptera","11_7_kaiser-bunbury_2017_seychelles_tea_plantation.csv",4,-0.493286710165605,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1928","Paragenipa lancifolia","Non-syrphids-diptera","11_8_kaiser-bunbury_2017_seychelles_trois_feres.csv",1,-0.562888783449473,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1929","Paragenipa lancifolia","Syrphids","11_6_kaiser-bunbury_2017_seychelles_salazie.csv",1,-0.509001760676074,"Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","hermaphrodite","NA",NA,"NA","NA","campanulate","actinomorphic","10","2","10","10","5.5","5","NA","tree","perennial","5.5",NA,"Paragenipa wrightii"
"1930","Paragenipa wrightii","Apidae","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",77,1.27228661227067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1931","Paragenipa wrightii","Apidae","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",5,-0.455789316708844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1932","Paragenipa wrightii","Apidae","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",23,0.287496373025138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1933","Paragenipa wrightii","Apidae","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",13,-0.391399299498502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1934","Paragenipa wrightii","Apidae","13_5_kaiser-bunbury_2011_seychelles_tea_plantation.csv",52,1.04493158596173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1935","Paragenipa wrightii","Apidae","13_6_kaiser-bunbury_2011_seychelles_trois_ferres.csv",25,0.215529543841612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1936","Paragenipa wrightii","Coleoptera","13_4_kaiser-bunbury_2011_seychelles_la_reserve.csv",1,-0.732668639455325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1937","Paragenipa wrightii","Hymenoptera","13_1_kaiser-bunbury_2011_seychelles_bernica.csv",42,0.404124631792032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1938","Paragenipa wrightii","Hymenoptera","13_2_kaiser-bunbury_2011_seychelles_casse_dent.csv",17,-0.149683714357392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1939","Paragenipa wrightii","Hymenoptera","13_3_kaiser-bunbury_2011_seychelles_copolia.csv",31,0.638568264938419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
