"","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Nectar_presence_absence"
"Stachtarpheta cayanensis","Lamiales","Verbenaceae","Stachytarpheta","Stachytarpheta cayennensis","Hermaphrodite","self_compatible","low",14.668975,"Tube","actinomorphic",4,4,25,8,11.5,5,2,"herb","Perennial",1.25,"yes"
"Verbena angustifolia","Lamiales","Verbenaceae","Stachytarpheta","Stachytarpheta indica","Hermaphrodite","self_compatible","high",85.07,"Tube","actinomorphic",4,4,16,8,9,5,2,"herb","Perennial",1,"yes"
"Stachytapheta jamaicencis","Lamiales","Verbenaceae","Stachytarpheta","Stachytarpheta jamaicensis","Hermaphrodite","self_compatible","high",88,"Tube","actinomorphic",4,4,16,8,8.1,5.1,2,"herb","Perennial",1,"yes"
"Stachyurus praecox","Crossosomatales","Stachyuraceae","Stachyurus","Stachyurus praecox","Dioecious","self_incompatible","none",0,"Tube","actinomorphic",30000,35,20,7.5,7.5,4.5,12,"shrub","Perennial",2.1,"yes"
"Stackhousia pulvinaris","Celastrales","Celastraceae","Stackhousia","Stackhousia pulvinaris","Hermaphrodite","self_compatible","low",17.2793,"Tube","actinomorphic",70,1,5.5,5.5,4.45,2,2,"herb","Perennial",0.05,"yes"
"Staelia thymoides","Gentianales","Rubiaceae","Staelia","Staelia thymoides","Hermaphrodite","self_compatible","low",15.8154,"Tube","actinomorphic",100,5,10,2,4.25,4.75,2,"herb","Perennial",0.2,"yes"
"Staphylea bumalda","Crossosomatales","Staphyleaceae","Staphylea","Staphylea bumalda","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",750,5,12,2.1,6.1,7,24,"shrub","Perennial",3.5,"yes"
"Staphylea trifolia","Ericales","Ericaceae","Staphylea","Staphylea trifolia","Hermaphrodite","partially_self_compatible","none",0,"Campanulate","actinomorphic",400,5,35,6.5,7,5,24,"shrub","Perennial",3.5,"yes"
"Stauntonia hexaPhylla","Ranunculales","Lardizabalaceae","Stauntonia","Stauntonia hexaphylla","Monoecious","monoecious","none",0,"Campanulate","actinomorphic",1500,15,75,15,15,5,104.786625,"vine","Perennial",3.5,"yes"
"Stegolepsis angustata","Poales","Rapateaceae","Stegolepis","Stegolepis angustata","Hermaphrodite","partially_self_compatible","low",23,"Tube","actinomorphic",35,35,25,12,19.5,20,15.68,"herb","Short lived",0.6,"no"
"Steironema quadriflorum","Ericales","Primulaceae","Steironema","Steironema quadriflorum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",15,15,14.5,14.5,4,4.75,25,"herb","Perennial",0.56,"yes"
"Stellaria graminea","Caryophyllales","Caryophyllaceae","Stellaria","Stellaria graminea","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",10,5,9.5,9.5,2,3,60,"herb","Perennial",0.3,"yes"
"Stellaria longifolia","Caryophyllales","Caryophyllaceae","Stellaria","Stellaria longifolia","Hermaphrodite","self_compatible","low",14.828875,"Open","actinomorphic",20,5,9,9,1.1,1,60,"herb","Perennial",0.25,"yes"
"Stellaria longipes","Caryophyllales","Caryophyllaceae","Stellaria","Stellaria longipes","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",40,3,9.1,9.1,2,2.25,60,"herb","Perennial",0.2,"yes"
"Stellaria palustris","Caryophyllales","Caryophyllaceae","Stellaria","Stellaria palustris","Hermaphrodite","self_compatible","low",13.75965,"Open","actinomorphic",3,1,16,16,3.2,3,60,"herb","Perennial",0.37,"yes"
"Stellaria uchiyamana","Caryophyllales","Caryophyllaceae","Stellaria","Stellaria uchiyamana","Hermaphrodite","self_compatible","low",12.701625,"Open","actinomorphic",15,1,10,10,2,0.75,60,"herb","Perennial",0.45,"yes"
"Stellaria alsine","Caryophyllales","Caryophyllaceae","Stellaria","Stellaria uliginosa","Hermaphrodite","self_compatible","low",16.863675,"Open","actinomorphic",10,1,6,6,2,0.75,60,"herb","Perennial",0.15,"yes"
"Stellaria yunnanensis","Caryophyllales","Caryophyllaceae","Stellaria","Stellaria yunnanensis","Hermaphrodite","self_compatible","low",14.0750375,"Open","actinomorphic",40,5,10.5,10.5,2,4.5,60,"herb","Perennial",0.2,"yes"
"Stellera chamaejasme","Malvales","Thymelaeaceae","Stellera","Stellera chamaejasme","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",1000,25,30,6,18,3,31.12,"herb","Perennial",0.35,"yes"
"Stenactis annuus","Asterales","Asteraceae","Stenactis","Stenactis annua","Hermaphrodite","self_compatible","high",88,"Capitulum","actinomorphic",10,5,31.12,31.12,8,2.2,200,"herb","Short lived",0.9,"yes"
"Stenanthium angustifolium","Liliales","Melanthiaceae","Stenanthium","Stenanthium gramineum","Hermaphrodite","self_compatible","low",13.864325,"Open","actinomorphic",150,150,45,15,7.5,0.6,21,"herb","Perennial",0.9,"yes"
"Stephanandra incisa","Rosales","Rosaceae","Stephanandra","Stephanandra incisa","Hermaphrodite","self_compatible","low",14.22395,"Open","actinomorphic",75,20,20,4.5,2,2,2,"shrub","Perennial",1.25,"yes"
"Stillingia lineata","Malpighiales","Euphorbiaceae","Stillingia","Stillingia lineata","Monoecious","monoecious","none",0,"Tube","actinomorphic",450,15,5,1,1,1,3,"shrub","Perennial",4.1,"no"
"Strophostyles helvola","Fabales","Fabaceae","Strophostyles","Strophostyles helvula","Hermaphrodite","self_compatible","low",16.7676666666667,"Papilionaceous","zygomorphic",15,1,12.1,12.1,10.1,10,10,"vine","Short lived",2,"yes"
"Strophostyles pauciflora","Fabales","Fabaceae","Strophostyles","Strophostyles leiosperma","Hermaphrodite","self_compatible","high",88,"Papilionaceous","zygomorphic",1,1,7,7,6,6,5.3,"vine","Short lived",0.9,"yes"
"Stylidium graminifolium","Asterales","Stylidiaceae","Stylidium","Stylidium graminifolium","Hermaphrodite","partially_self_compatible","low",13,"Tube","actinomorphic",25,25,50,10,7.5,5,117.6,"herb","Perennial",0.5,"yes"
"Stylosanthes biflora","Fabales","Fabaceae","Stylosanthes","Stylosanthes biflora","Hermaphrodite","self_compatible","low",14.3309916666667,"Papilionaceous","zygomorphic",10,1,8.1,8.1,9,9.5,2,"herb","Perennial",2.4,"yes"
"Stylosanthes hamata","Fabales","Fabaceae","Stylosanthes","Stylosanthes hamata","Hermaphrodite","self_compatible","high",88,"Papilionaceous","zygomorphic",5,1,4.5,4.5,4.5,4.5,2.5,"herb","Short lived",0.75,"yes"
"Succisa pratensis","Dipsacales","Caprifoliaceae","Succisa","Succisa pratensis","Dioecious","self_compatible","none",0,"Capitulum","actinomorphic",450,50,25,3.5,6.385675,8,33.4397,"herb","Perennial",0.65,"yes"
"Suriana maritima","Fabales","Surianaceae","Suriana","Suriana maritima","Hermaphrodite","self_compatible","low",20,"Open","actinomorphic",200,1,20,20,3,4,10,"shrub","Perennial",2.5,"yes"
"Swertia bimaculata","Gentianales","Gentianaceae","Swertia","Swertia bimaculata","Hermaphrodite","self_compatible","medium",36.4,"Open","actinomorphic",10,25,70,22.5,5,5,73.3,"herb","Short lived",1.15,"yes"
"Swertia forrestii","Gentianales","Gentianaceae","Swertia","Swertia forrestii","Hermaphrodite","self_compatible","low",14.5937,"Open","actinomorphic",10,10,35,17.5,7.8881,0.5,73.3,"herb","Perennial",0.225,"yes"
"Symphoricarpos orbicularis","Dipsacales","Caprifoliaceae","Symphoricarpos","Symphoricarpos orbicularis","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",1933.25,25,20,2.5,4,1.5,2,"shrub","Perennial",1,"yes"
"Aster anomalus","Asterales","Asteraceae","Symphyotrichum","Symphyotrichum anomalus","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",50,4,25,25,7,5,70,"herb","Perennial",1.2,"yes"
"Aster sagittifolius","Asterales","Asteraceae","Symphyotrichum","Symphyotrichum cordifolium","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",50,15,50,15.5,5,5,28.5,"herb","Perennial",0.7,"yes"
"Aster ericoides villosus","Asterales","Asteraceae","Symphyotrichum","Symphyotrichum ericoides","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",300,15,50,12,8.1,3.8,28.5,"herb","Perennial",0.5,"yes"
"Aster paniculatus","Asterales","Asteraceae","Symphyotrichum","Symphyotrichum lanceolatum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",150,10,90,28.1,8,5,28.5,"herb","Perennial",1.3,"yes"
"Aster lateriflorus","Asterales","Asteraceae","Symphyotrichum","Symphyotrichum lateriflorum","Hermaphrodite","self_incompatible","low",13,"Capitulum","actinomorphic",50,15,50,12,4,5,30,"herb","Perennial",0.6,"yes"
"Aster novaeangliae","Asterales","Asteraceae","Symphyotrichum","Symphyotrichum nova-angliciae","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",25,25,60,28,21.1,4,70,"herb","Perennial",0.75,"yes"
"Aster turbinellus","Asterales","Asteraceae","Symphyotrichum","Symphyotrichum turbinellum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",25,5,27.1,27.1,20.1,5,34.5,"herb","Perennial",0.68,"yes"
"Symplocos microcalyx","Ericales","Symplocaceae","Symplocos","Symplocos microcalyx","Hermaphrodite","self_incompatible","none",0,"Brush","actinomorphic",1000,15,10,10,5.980975,3,8,"shrub","Perennial",2,"yes"
"Symplocos chinensis","Ericales","Symplocaceae","Symplocos","Symplocos paniculata","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",7000,15,9,9,4.75243452380953,3,8,"shrub","Perennial",2,"yes"
"Synqonanthus caulescens","Poales","Eriocaulaceae","Syngonanthus","Syngonanthus caulescens","Hermaphrodite","self_compatible","low",13,"Capitulum","actinomorphic",10,1,5,2,1,0.5,2,"herb","Perennial",0.14,"no"
"Syzygium commersonii","Myrtales","Myrtaceae","Syzygium","Syzygium commersonii","Hermaphrodite","self_compatible","low",13.5156375,"Brush","actinomorphic",1933.58333333333,250,60.73775,10.71975,6.7747,6.27989722222222,32,"shrub","Perennial",0.5,"yes"
"Syzygium coriaceum","Myrtales","Myrtaceae","Syzygium","Syzygium coriaceum","Hermaphrodite","self_compatible","low",11.51755,"Brush","actinomorphic",500,25,41.63225,11.3935,6.8155,4.65691666666667,32,"shrub","Perennial",2.27254583333333,"yes"
"Syzygium glomeratum","Myrtales","Myrtaceae","Syzygium","Syzygium glomeratum","Hermaphrodite","self_compatible","low",12.1291166666667,"Brush","actinomorphic",1000,25,45.5895,8.70924999999999,5.31255,1,15,"tree","Perennial",5,"yes"
"Syzygium jambos","Myrtales","Myrtaceae","Syzygium","Syzygium jambos","Hermaphrodite","self_compatible","medium",72.5,"Brush","actinomorphic",1000,25,150,75,75,40,60,"tree","Perennial",9.5,"yes"
"Syzygium mauritianum","Myrtales","Myrtaceae","Syzygium","Syzygium mauritianum","Hermaphrodite","self_compatible","low",13,"Brush","actinomorphic",1564.47464285714,5,80,19.1,20,15.25,32,"tree","Perennial",4.5,"yes"
"Syzygium petrinese","Myrtales","Myrtaceae","Syzygium","Syzygium petrinense","Hermaphrodite","self_compatible","low",10.8892,"Brush","actinomorphic",2493,100,59.5235,12.0643,6.2681375,5.17977222222222,32,"shrub","Perennial",2.355446875,"yes"
"Syzygium venosum","Myrtales","Myrtaceae","Syzygium","Syzygium venosum","Hermaphrodite","self_compatible","low",10.7735833333333,"Brush","actinomorphic",2500,35,50,16,10.4448166666667,12.5,18,"tree","Perennial",4.5,"yes"
"Syzygium wrightii","Myrtales","Myrtaceae","Syzygium","Syzygium wrightii","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",1000,75,20,3.2,10,13,35,"tree","Perennial",17,"yes"
"Tabernaemontana persicarifolia","Gentianales","Apocynaceae","Tabernaemontana","Tabernaemontana persicarifolia","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",709.280625,10,38.6285333333333,15.0529625,11.3005166666667,7.334625,80,"shrub","Perennial",2.28775416666667,"yes"
"Taenidia integerrima","Apiales","Apiaceae","Taenidia","Taenidia integerrima","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",250,250,100,3,3,2,1.1,"herb","Perennial",0.6,"yes"
"Talinum triangulare","Caryophyllales","Talinaceae","Talinum","Talinum fruticosum","Hermaphrodite","self_compatible","high",94,"Open","actinomorphic",15,5,20,20,7,1.2,50,"herb","Perennial",0.75,"yes"
"Tamarindus indica","Fabales","Fabaceae","Tamarindus","Tamarindus indica","Hermaphrodite","partially_self_compatible","low",13,"Papilionaceous","zygomorphic",5000,15,40,20,20,5,14,"tree","Perennial",19.1,"yes"
"Tambourissa peltata","Laurales","Monimiaceae","Tambourissa","Tambourissa peltata","Dioecious","dioecious","none",0,"Open","zygomorphic",25,1,15.5,15.5,8,0.4,450,"tree","Perennial",13.5,"no"
"Taraxacum arctogenum","Asterales","Asteraceae","Taraxacum","Taraxacum arctogenum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1,1,22.5,22.5,19,10,45,"herb","Perennial",0.25,"yes"
"Taraxacum vulgare","Asterales","Asteraceae","Taraxacum","Taraxacum campylodes","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1,1,29.1,29.1,8.5,12,45,"herb","Perennial",0.15,"yes"
"Taraxacum mongolicum","Asterales","Asteraceae","Taraxacum","Taraxacum mongolicum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",2,2,32.5,32.5,10.8752857317927,6,45,"herb","Perennial",0.15,"yes"
"Taraxacum phymatocarpum","Asterales","Asteraceae","Taraxacum","Taraxacum phymatocarpum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",20,1,22.5,22.5,15.1,10,45,"herb","Perennial",0.165,"yes"
"Tephrosia virginiana","Fabales","Fabaceae","Tephrosia","Tephrosia virginiana","Hermaphrodite","self_compatible","high",88,"Papilionaceous","zygomorphic",15,15,40,17.5,17.5,9.5,8,"herb","Perennial",0.45,"yes"
"Ternstroemia crassifolia","Ericales","Pentaphylacaceae","Ternstroemia","Ternstroemia crassifolia","Monoecious","partially_self_compatible","low",1.6,"Open","actinomorphic",8067.29642857143,15,30,15,10,0.5,3.12,"tree","Perennial",10.823,"yes"
"Euodia meliifolia","Sapindales","Rutaceae","Tetradium","Tetradium glabrifolium","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",2500,200,150,3,3,0.5,9,"tree","Perennial",12.5,"yes"
"Tetramerium nervosum","Lamiales","Acanthaceae","Tetramerium","Tetramerium nervosum","Hermaphrodite","self_compatible","medium",54.2,"Tube","zygomorphic",10,10,35,11,14.1,14,4,"herb","Perennial",0.15,"yes"
"Teucrium canadense","Lamiales","Lamiaceae","Teucrium","Teucrium canadense","Hermaphrodite","self_compatible","low",14.31385,"Open","zygomorphic",40,40,30,3.5,8,15,4,"herb","Perennial",0.5,"yes"
"Teucrium fruticans","Lamiales","Lamiaceae","Teucrium","Teucrium fruticans","Hermaphrodite","partially_self_compatible","low",11.24135,"Open","zygomorphic",200,15,50,9,19.1,22,4,"shrub","Perennial",1.25,"yes"
"Thalia geniculata","Zingiberales","Marantaceae","Thalia","Thalia geniculata","Hermaphrodite","self_compatible","low",16.103625,"Open","zygomorphic",50,10,5,5,9.5,4,3,"herb","Perennial",1.75,"yes"
"Thalictrum dasycarpum","Ranunculales","Ranunculaceae","Thalictrum","Thalictrum dasycarpum","Dioecious","dioecious","none",0,"Brush","actinomorphic",650,650,120,3,5,4,12,"shrub","Perennial",1.2,"no"
"Thalictrum delavayi","Ranunculales","Ranunculaceae","Thalictrum","Thalictrum delavayi","Hermaphrodite","self_compatible","low",14.0133125,"Open","actinomorphic",300,50,200,19.1,2.1,4,18.5,"herb","Perennial",1.3,"no"
"Thalictrum rostellatum","Ranunculales","Ranunculaceae","Thalictrum","Thalictrum rostellatum","Hermaphrodite","self_compatible","low",14.0968458333333,"Open","actinomorphic",150,30,20,5,1,3,5.5,"herb","Perennial",0.5,"no"
"Thapsia villosa","Apiales","Apiaceae","Thapsia","Thapsia villosa","Monoecious","self_compatible","low",16.49975,"Open","actinomorphic",250,250,10,10,2,0.5,1,"herb","Perennial",1,"yes"
"Thaspium aureum atropurpurem","Apiales","Apiaceae","Thaspium","Thaspium trifoliatum","Hermaphrodite","partially_self_compatible","low",21.25,"Open","actinomorphic",150,150,65,2.5,1,1.42,2,"herb","Perennial",0.6,"yes"
"Thespesia populnea","Malvales","Malvaceae","Thespesia","Thespesia populnea","Hermaphrodite","self_compatible","low",9.25741666666667,"Campanulate","actinomorphic",1000,3,60,60,60,4,22.5,"tree","Perennial",7.5,"yes"
"Thlaspi arvense","Brassicales","Brassicaceae","Thlaspi","Thlaspi arvense","Hermaphrodite","partially_self_compatible","medium",40,"Open","actinomorphic",150,30,30,5,6.59511666666667,0.2,12,"herb","Short lived",0.3,"yes"
"Thymelaea hirusta","Malvales","Thymelaeaceae","Thymelaea","Thymelaea hirsuta","Dioecious","self_compatible","low",13,"Campanulate","actinomorphic",400,3,11,3.75,2.5,0.25,1,"shrub","Perennial",1.5,"yes"
"Thymophylla_pentachaeta","Asterales","Asteraceae","Thymophylla","Thymophylla pentachaeta","Hermaphrodite","self_compatible","low",18.1853125,"Open","actinomorphic",10,1,8.5,8.5,5.5,3,120,"herb","Perennial",0.2,"yes"
"Thymus mastichina","Lamiales","Lamiaceae","Thymus","Thymus mastichina","Hermaphrodite","self_compatible","low",13,"Tube","zygomorphic",250,15,55,3,14,20,4,"shrub","Perennial",0.4,"yes"
"Tibetia himalaica","Fabales","Fabaceae","Tibetia","Tibetia himalaica","Hermaphrodite","self_compatible","low",17.5459,"Papilionaceous","zygomorphic",1,1,8,8,2.5,1,114.468333333333,"herb","Perennial",0.842912500000001,"yes"
"Tibouchina fraterna","Myrtales","Melastomataceae","Tibouchina","Tibouchina fraterna","Hermaphrodite","self_compatible","low",0,"Open","actinomorphic",150,4,100,30,5,15,78.77,"shrub","Perennial",2.004375,"no"
"Tilia americana","Malvales","Malvaceae","Tilia","Tilia americana","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",5000,5,90,12,11,5,10,"tree","Perennial",30,"yes"
"Tillandsia didisticha","Poales","Bromeliaceae","Tillandsia","Tillandsia didisticha","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",10,10,25,4,17.5,8.1,131,"herb","Perennial",0.15,"yes"
"Timonius flavescens","Gentianales","Rubiaceae","Timonius","Timonius sechellensis","Dioecious","dioecious","none",0,"Tube","actinomorphic",100,5,3,3,6.5,6,4,"tree","Perennial",6,"yes"
"Tiquilia darwinii","Boraginales","Boraginaceae","Tiquilia","Tiquilia darwinii","Hermaphrodite","self_compatible","low",17.93705,"Tube","actinomorphic",30,5,1.5,1.5,1.5,0.5,4,"herb","Perennial",0.1,"yes"
"Tiquilia fusca","Boraginales","Boraginaceae","Tiquilia","Tiquilia fusca","Hermaphrodite","self_compatible","low",17.93705,"Tube","actinomorphic",30,5,1.5,1.5,1.5,0.5,4,"herb","Perennial",0.1,"yes"
"Tococa nitens","Myrtales","Melastomataceae","Tococa","Tococa nitens","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",1000,20,60,22,5,12.1,239.83,"shrub","Perennial",3.25,"no"
"Toddalia asiatica","Sapindales","Rutaceae","Toddalia","Toddalia asiatica","Dioecious","dioecious","none",0,"Open","actinomorphic",750,30,4.9,3.1,1,2,2,"vine","Perennial",8.5,"no"
"Torilis japonica","Apiales","Apiaceae","Torilis","Torilis japonica","Hermaphrodite","self_compatible","low",18.9646666666667,"Open","zygomorphic",80,80,100,5,1,0.1,4,"herb","Short lived",0.475,"yes"
"Tournefortia psilostachya","Boraginales","Boraginaceae","Tournefortia","Tournefortia psilostachya","Hermaphrodite","self_compatible","low",24.6,"Tube","actinomorphic",5419.71785714286,50,90,5,5,1,4,"tree","Perennial",0.3,"yes"
"Tournefortia pubescens","Boraginales","Boraginaceae","Tournefortia","Tournefortia pubescens","Hermaphrodite","self_compatible","low",9.7,"Tube","actinomorphic",500,100,90,3.26,3.91,1,3.1,"shrub","Perennial",2.5,"yes"
"Tournefortia rufo-sericea","Boraginales","Boraginaceae","Tournefortia","Tournefortia rufo-sericea","Hermaphrodite","self_compatible","high",80,"Tube","actinomorphic",1021.2125,40,60,4,5,1,4,"shrub","Perennial",1.5,"yes"
"Rhus toxicodendron","Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron pubescens","Hermaphrodite","self_compatible","low",13.186,"Open","actinomorphic",75,75,35,2.1,0.6,0.5,1,"shrub","Perennial",0.75,"yes"
"Tradescantia pilosa","Commelinales","Commelinaceae","Tradescantia","Tradescantia subaspera","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",2,2,25,25,1.5,4,6,"herb","Perennial",0.675,"no"
