"","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Nectar_presence_absence","Clusters"
"Thalictrum rostellatum","Hermaphrodite","self_compatible","low",-0.184801897982312,"Open","actinomorphic",-0.219827578074581,-0.0969432307582503,-0.476906711201345,-0.514012106206102,-0.579353182028264,-0.387823044815205,-0.124436408168484,"herb","Perennial",-0.438271474665527,"no",2
"Thapsia villosa","Monoecious","self_compatible","low",-0.094705518829014,"Open","actinomorphic",-0.208227761409509,0.444210225834716,-0.700229734646728,-0.267427676542795,-0.521104140779333,-0.665104623587403,-0.127083987881518,"herb","Perennial",-0.295965680913027,"yes",2
"Thaspium trifoliatum","Hermaphrodite","partially_self_compatible","low",0.0834040916206811,"Open","actinomorphic",-0.219827578074581,0.198231381928822,0.528046894302879,-0.637304321037755,-0.579353182028264,-0.563065002599234,-0.126495636834177,"herb","Perennial",-0.409810315915027,"yes",2
"Thespesia populnea","Hermaphrodite","self_compatible","low",-0.366255262262905,"Campanulate","actinomorphic",-0.121229136421468,-0.163357518612842,0.416385382580188,2.19841662009027,2.85734025165867,-0.276910413306325,-0.114434440363688,"tree","Perennial",1.55400963786947,"yes",2
"Thlaspi arvense","Hermaphrodite","partially_self_compatible","medium",0.786431341961565,"Open","actinomorphic",-0.219827578074581,-0.0969432307582503,-0.253583687755962,-0.514012106206102,-0.253443000519015,-0.698378413040067,-0.120612126360768,"herb","Short lived",-0.495193792166527,"yes",1
"Thymelaea hirsuta","Dioecious","self_compatible","low",-0.225927898529308,"Campanulate","actinomorphic",-0.190828036411901,-0.163357518612842,-0.67789743230219,-0.575658213621928,-0.491979620154868,-0.692832781464623,-0.127083987881518,"shrub","Perennial",-0.153659887160527,"yes",2
"Thymophylla pentachaeta","Hermaphrodite","self_compatible","low",-0.0315057124475364,"Open","actinomorphic",-0.236067321405682,-0.168277095490959,-0.733728188163536,-0.341403005441787,-0.317232496408074,-0.387823044815205,-0.0570702132479469,"herb","Perennial",-0.523654950917027,"yes",2
"Thymus mastichina","Hermaphrodite","self_compatible","low",-0.225927898529308,"Tube","zygomorphic",-0.208227761409509,-0.133840057344134,0.304723870857496,-0.612645878071425,0.17788435420784,1.49769169083575,-0.125318934739495,"shrub","Perennial",-0.466732633416027,"yes",5
"Tibetia himalaica","Hermaphrodite","self_compatible","low",-0.0554803477386611,"Papilionaceous","zygomorphic",-0.237111304905539,-0.168277095490959,-0.744894339335805,-0.366061448408118,-0.491979620154868,-0.609648307832964,-0.0603247751248213,"herb","Perennial",-0.340674603665218,"yes",5
"Tibouchina fraterna","Hermaphrodite","self_compatible","low",-0.71336012543232,"Open","actinomorphic",-0.219827578074581,-0.160897730173783,1.30967747636172,0.718910042110432,-0.34635701703254,0.943128533291348,-0.0813279269298136,"shrub","Perennial",-0.0101089177126926,"no",2
"Tilia americana","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",0.342763530181421,-0.158437941734724,1.08635445291634,-0.168793904677472,0.00313723046104688,-0.165997781797446,-0.12178882845545,"tree","Perennial",7.95777035673197,"yes",3
"Tillandsia didisticha","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Tube","actinomorphic",-0.236067321405682,-0.146138999539429,-0.365245199478653,-0.563328992138763,0.381755998579099,0.17783137588008,-0.0505983517271966,"herb","Perennial",-0.537885530292277,"yes",3
"Timonius sechellensis","Dioecious","dioecious","none",-0.71336012543232,"Tube","actinomorphic",-0.225627486407117,-0.158437941734724,-0.856555851058496,-0.612645878071425,-0.258983455159143,-0.0550851502885664,-0.125318934739495,"tree","Perennial",1.12709225661197,"yes",4
"Tiquilia darwinii","Hermaphrodite","self_compatible","low",-0.0408142619268832,"Tube","actinomorphic",-0.233747358072668,-0.158437941734724,-0.890054304575304,-0.686621206970417,-0.550228661403799,-0.665104623587403,-0.125318934739495,"herb","Perennial",-0.552116109667527,"yes",2
"Tiquilia fusca","Hermaphrodite","self_compatible","low",-0.0408142619268832,"Tube","actinomorphic",-0.233747358072668,-0.158437941734724,-0.890054304575304,-0.686621206970417,-0.550228661403799,-0.665104623587403,-0.125318934739495,"herb","Perennial",-0.552116109667527,"yes",2
"Tococa nitens","Hermaphrodite","self_compatible","none",-0.71336012543232,"Open","actinomorphic",-0.121229136421468,-0.12154111514884,0.416385382580188,0.324374954649141,-0.34635701703254,0.621481901915598,0.0134318927549175,"shrub","Perennial",0.344410390973223,"no",2
"Toddalia asiatica","Dioecious","dioecious","none",-0.71336012543232,"Open","actinomorphic",-0.150228678084148,-0.0969432307582503,-0.814124476603874,-0.607714189478158,-0.579353182028264,-0.498735676324084,-0.126495636834177,"vine","Perennial",1.83862122537447,"no",4
"Torilis japonica","Hermaphrodite","self_compatible","low",-0.00228399421642153,"Open","zygomorphic",-0.227947449740132,0.0260461911946966,1.30967747636172,-0.514012106206102,-0.579353182028264,-0.709469676190955,-0.125318934739495,"herb","Short lived",-0.445386764353152,"yes",5
"Tournefortia psilostachya","Hermaphrodite","self_compatible","low",0.209011627014919,"Tube","actinomorphic",0.391450032120562,-0.0477474619770716,1.08635445291634,-0.514012106206102,-0.34635701703254,-0.609648307832964,-0.125318934739495,"tree","Perennial",-0.495193792166527,"yes",2
"Tournefortia pubescens","Hermaphrodite","self_compatible","low",-0.349660694589303,"Tube","actinomorphic",-0.179228219746829,0.0752419599758753,1.08635445291634,-0.599823487728933,-0.409848471993875,-0.609648307832964,-0.125848450682102,"shrub","Perennial",0.130951700344473,"yes",2
"Tournefortia rufo-sericea","Hermaphrodite","self_compatible","high",2.28622280935545,"Tube","actinomorphic",-0.118768525311389,-0.0723453463676609,0.416385382580188,-0.563328992138763,-0.34635701703254,-0.609648307832964,-0.125318934739495,"shrub","Perennial",-0.153659887160527,"yes",1
"Toxicodendron pubescens","Hermaphrodite","self_compatible","low",-0.218953868205926,"Open","actinomorphic",-0.228527440573385,0.0137472489994019,-0.14192217603327,-0.65703107541082,-0.602652798527837,-0.665104623587403,-0.127083987881518,"shrub","Perennial",-0.367118577789277,"yes",2
"Tradescantia subaspera","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",-0.236995306738888,-0.165817307051901,-0.365245199478653,0.472325612447126,-0.550228661403799,-0.276910413306325,-0.124142232644813,"herb","Perennial",-0.388464446852152,"no",3
"Tradescantia virginiana","Hermaphrodite","self_incompatible","none",-0.71336012543232,"Open","actinomorphic",-0.236879308572237,-0.163357518612842,-0.14192217603327,0.965494471773739,-0.0551118107878842,-0.387823044815205,-0.124142232644813,"herb","Perennial",-0.537885530292277,"no",3
"Trema orientalis","Dioecious","dioecious","none",-0.71336012543232,"Open","actinomorphic",0.597715210197765,-0.133840057344134,-0.588568222924036,-0.587987435105094,-0.433730578905936,-0.487644413173196,-0.127083987881518,"tree","Perennial",1.55400963786947,"no",4
"Tribulus cistoides","Hermaphrodite","self_compatible","medium",0.636452195222176,"Open","actinomorphic",-0.233747358072668,-0.168277095490959,-0.365245199478653,0.472325612447126,-0.60847770265273,-0.276910413306325,-0.117376195600393,"herb","Short lived",0.216335176595973,"yes",1
"Trifolium arvense","Hermaphrodite","self_compatible","high",2.58618110283423,"Tube","zygomorphic",-0.225627486407117,-0.0600464041723662,-0.476906711201345,-0.661962764004086,-0.34635701703254,-0.276910413306325,-0.125318934739495,"herb","Short lived",-0.509424371541777,"yes",5
"Trifolium campestre","Hermaphrodite","self_compatible","high",2.58618110283423,"Papilionaceous","zygomorphic",-0.219827578074581,-0.0969432307582503,-0.655565129957651,-0.612645878071425,-0.360919277344773,-0.609648307832964,-0.125318934739495,"herb","Short lived",-0.537885530292277,"no",5
"Trifolium dubium","Hermaphrodite","self_compatible","high",3.03611854305239,"Papilionaceous","actinomorphic",-0.225627486407117,-0.133840057344134,-0.476906711201345,-0.341403005441787,-0.142485372661281,-0.609648307832964,-0.126495636834177,"herb","Short lived",-0.503732139791677,"no",1
