"","Original_names","Visits","d","Id","Order","Family","Genus","Species","Breeding_system","Compatibility","Selfing","Selfing_quantitative","Flower_shape","Flower_symmetry","Flower_number","Flower_inflorescence","Floral_unit_width","Flower_width","Flower_length","Style_length","Ovule_number","Life_form","Life_span","Plant_height"
"100","Canthium bibracteatum",29,0.212313120127007,"13_6_kaiser-bunbury_2011_seychelles_trois_ferres","Gentianales","Rubiaceae","Canthium","Canthium bibracteatum","Hermaphrodite","partially_self_compatible","low",11.497,"Campanulate","actinomorphic",500,5,25,5.1,3,3,2,"shrub","Perennial",6
"101","Capparis atamisquea",97,0.8291828131308,"15_3_peralta_2006_mendoza_site_3","Brassicales","Capparaceae","Atamisquea","Atamisquea emarginata","Hermaphrodite","self_incompatible","none",3.5,"Open","zygomorphic",10000,6,40,13,9.13805,6,23,"shrub","Perennial",4.5
"102","Carduus crispus",68,0.200786323256423,"5_1_fang_2008_china","Asterales","Asteraceae","Carduus","Carduus crispus","Hermaphrodite","self_compatible","low",22.95365,"Capitulum","actinomorphic",5,5,20,20,12,12,550,"herb","Short lived",0.65
"103","Carpobrotus affinis",64,0.360238071244115,"1_1_bartomeus_spain_2008_batca_1_2","Caryophyllales","Aizoaceae","Carpobrotus","Carpobrotus acinaciformis","Hermaphrodite","partially_self_compatible","low",20,"Capitulum","actinomorphic",1,1,125,125,30,7,1200,"herb","Perennial",0.1
"104","Carpobrotus affinis",36,0.444919269463187,"1_3_bartomeus_spain_2008_medca_1_2","Caryophyllales","Aizoaceae","Carpobrotus","Carpobrotus acinaciformis","Hermaphrodite","partially_self_compatible","low",20,"Capitulum","actinomorphic",1,1,125,125,30,7,1200,"herb","Perennial",0.1
"105","Carpobrotus affinis",32,0.275207209072965,"1_4_bartomeus_spain_2008_medca_2_3","Caryophyllales","Aizoaceae","Carpobrotus","Carpobrotus acinaciformis","Hermaphrodite","partially_self_compatible","low",20,"Capitulum","actinomorphic",1,1,125,125,30,7,1200,"herb","Perennial",0.1
"106","Casearia coriacea",20,0.349031447656085,"14_1_kaiser-bunbury_2010_mauritius_control","Malpighiales","Salicaceae","Casearia","Casearia coriacea","Hermaphrodite","self_compatible","low",14.0526416666667,"Open","actinomorphic",100,2,5,1,1,0.1,4,"tree","Perennial",7
"107","Casearia coriacea",27,0.375186392851045,"14_2_kaiser-bunbury_2010_mauritius_restored","Malpighiales","Salicaceae","Casearia","Casearia coriacea","Hermaphrodite","self_compatible","low",14.0526416666667,"Open","actinomorphic",100,2,5,1,1,0.1,4,"tree","Perennial",7
"108","Cassinia vauvilliersi",113,0.41303595333538,"17_1_arroyo_correa_new_zealand_2019_1","Asterales","Asteraceae","Ozothamnus","Ozothamnus leptophyllus","Hermaphrodite","self_compatible","low",13,"Capitulum","actinomorphic",600,15,25,2.5,2.5,3.15,5,"shrub","Perennial",2.75
"109","Cassinia vauvilliersi",38,0.52235394431766,"17_3_arroyo_correa_new_zealand_2019_3","Asterales","Asteraceae","Ozothamnus","Ozothamnus leptophyllus","Hermaphrodite","self_compatible","low",13,"Capitulum","actinomorphic",600,15,25,2.5,2.5,3.15,5,"shrub","Perennial",2.75
"110","Castela coccinea",44,0.290251700473472,"10_1_souza_2017_brazil_chaco","Sapindales","Simaroubaceae","Castela","Castela coccinea","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",3500,5,25,5,0.5,1.5,1,"shrub","Perennial",4.5
"111","Celmisia graminifolia",11,0.416111119687711,"17_3_arroyo_correa_new_zealand_2019_3","Asterales","Asteraceae","Celmisia","Celmisia graminifolia","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",3,1,40,40,10,3,230,"herb","Perennial",0.225
"112","Celmisia longifolia",38,0.217888188470111,"6_1_inouye_1988_australia","Asterales","Asteraceae","Celmisia","Celmisia asteliifolia","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",3,1,28,28,13.1,3,230,"herb","Perennial",0.2
"113","Centaurea nigra",7,0.499750214426198,"2_1_dicks_2002_england_shelfanger","Asterales","Asteraceae","Centaurea","Centaurea nigra","Hermaphrodite","self_incompatible","low",13,"Open","actinomorphic",20,1,25,25,5.7,9,70,"herb","Perennial",0.45
"114","Centaurea nigra",726,0.293069565276585,"2_2_dicks_2002_england_hicklingbroad","Asterales","Asteraceae","Centaurea","Centaurea nigra","Hermaphrodite","self_incompatible","low",13,"Open","actinomorphic",20,1,25,25,5.7,9,70,"herb","Perennial",0.45
"115","Cerastium alpinum",22,0.377147813294125,"4_1_elberling_sweeden_1999","Caryophyllales","Caryophyllaceae","Cerastium","Cerastium alpinum","Hermaphrodite","partially_self_compatible","medium",25,"Campanulate","actinomorphic",20,1,19.1,19.1,11.1,2.5,35,"herb","Perennial",0.4
"116","Cereus bicolor",12,0.00702017724337423,"10_1_souza_2017_brazil_chaco","Caryophyllales","Cactaceae","Cereus","Cereus hildmannianus","Hermaphrodite","partially_self_compatible","low",7.5,"Open","actinomorphic",50,1,125,125,24.1,20,1800,"tree","Perennial",10
"117","Chamaedaphne calyculata",74,0.47091453408326,"9_1_small_1976_canada","Ericales","Ericaceae","Chamaedaphne","Chamaedaphne calyculata","Hermaphrodite","partially_self_compatible","none",0,"Tube","actinomorphic",750,15,10,3.5,5.1,4.55,60,"shrub","Perennial",0.85
"118","Chamaemelum fuscatum",5,1,"12_13_bartomeus_spain_2008_Pinodelcuervo_unp","Asterales","Asteraceae","Chamaemelum","Chamaemelum fuscatum","Hermaphrodite","self_compatible","low",13,"Capitulum","actinomorphic",10,1,24.1,24.1,2.75,3,150,"herb","Short lived",0.2
"119","Chamaemelum fuscatum",3,1,"12_7_bartomeus_spain_2008_Esparragal_unp","Asterales","Asteraceae","Chamaemelum","Chamaemelum fuscatum","Hermaphrodite","self_compatible","low",13,"Capitulum","actinomorphic",10,1,24.1,24.1,2.75,3,150,"herb","Short lived",0.2
"120","Chamaenerium angustifolium",31,0.153950063040476,"18_1_bundgaard_2003_denmark","Myrtales","Onagraceae","Epilobium","Epilobium angustifolium","Hermaphrodite","self_compatible","low",13,"Open","zygomorphic",40,40,105,35,5,15,593,"herb","Perennial",0.3
"121","Chamaenerium angustifolium",388,1,"3_3_dupont_2009_denmark_so","Myrtales","Onagraceae","Epilobium","Epilobium angustifolium","Hermaphrodite","self_compatible","low",13,"Open","zygomorphic",40,40,105,35,5,15,593,"herb","Perennial",0.3
"122","Chamaenerium angustifolium",83,0.228140920096944,"5_1_fang_2008_china","Myrtales","Onagraceae","Epilobium","Epilobium angustifolium","Hermaphrodite","self_compatible","low",13,"Open","zygomorphic",40,40,105,35,5,15,593,"herb","Perennial",0.3
"123","Chamomilla suaveolens",64,0.28880968153703,"8_1_olesen_2002_azores","Asterales","Asteraceae","Chamomilla","Chamomilla suaveolens","Hermaphrodite","partially_self_compatible","low",21,"Capitulum","actinomorphic",25,15,8.5,8.5,8.5,0.5,150,"herb","Short lived",0.5
"124","Chassalia coriacea",28,0.615868783643036,"14_1_kaiser-bunbury_2010_mauritius_control","Gentianales","Rubiaceae","Chassalia","Chassalia coriacea","Hermaphrodite","self_compatible","low",11.8883,"Tube","actinomorphic",30,30,40,10,13,10,2,"shrub","Perennial",2.5
"125","Chassalia coriacea",29,0.518429665919418,"14_2_kaiser-bunbury_2010_mauritius_restored","Gentianales","Rubiaceae","Chassalia","Chassalia coriacea","Hermaphrodite","self_compatible","low",11.8883,"Tube","actinomorphic",30,30,40,10,13,10,2,"shrub","Perennial",2.5
"126","Chassalia petrinensis",6,0.580298900133184,"14_2_kaiser-bunbury_2010_mauritius_restored","Gentianales","Rubiaceae","Chassalia","Chassalia petrinensis","Hermaphrodite","self_compatible","low",11.78255,"Tube","actinomorphic",30,30,40,10,19.1,10,2,"shrub","Perennial",1.4
"127","Chrysobalanus icaco",124,0.282336669440574,"11_4_kaiser-bunbury_2017_seychelles_reserve","Malpighiales","Chrysobalanaceae","Chrysobalanus","Chrysobalanus icaco","Hermaphrodite","self_compatible","low",3.3,"Campanulate","actinomorphic",9000,60,40,10,9,9,1,"shrub","Perennial",2.2
"128","Chrysobalanus icaco",23,0.225095638609758,"13_3_kaiser-bunbury_2011_seychelles_copolia","Malpighiales","Chrysobalanaceae","Chrysobalanus","Chrysobalanus icaco","Hermaphrodite","self_compatible","low",3.3,"Campanulate","actinomorphic",9000,60,40,10,9,9,1,"shrub","Perennial",2.2
"129","Chrysobalanus icaco",37,0.162552818377566,"13_4_kaiser-bunbury_2011_seychelles_la_reserve","Malpighiales","Chrysobalanaceae","Chrysobalanus","Chrysobalanus icaco","Hermaphrodite","self_compatible","low",3.3,"Campanulate","actinomorphic",9000,60,40,10,9,9,1,"shrub","Perennial",2.2
"130","Chrysobalanus icaco",208,0.325641274804106,"13_5_kaiser-bunbury_2011_seychelles_tea_plantation","Malpighiales","Chrysobalanaceae","Chrysobalanus","Chrysobalanus icaco","Hermaphrodite","self_compatible","low",3.3,"Campanulate","actinomorphic",9000,60,40,10,9,9,1,"shrub","Perennial",2.2
"131","Chrysobalanus icaco",104,0.255685758736879,"13_6_kaiser-bunbury_2011_seychelles_trois_ferres","Malpighiales","Chrysobalanaceae","Chrysobalanus","Chrysobalanus icaco","Hermaphrodite","self_compatible","low",3.3,"Campanulate","actinomorphic",9000,60,40,10,9,9,1,"shrub","Perennial",2.2
"132","Cimicifuga yunnanensis",110,0.449608915017789,"5_1_fang_2008_china","Ranunculales","Ranunculaceae","Actaea","Actaea yunnanensis","Hermaphrodite","self_compatible","low",16.3134916666667,"Open","actinomorphic",60,60,20,8,3.8681,1.5,1,"herb","Perennial",0.9
"133","Cinnamomum verum",74,0.330581738174943,"11_2_kaiser-bunbury_2017_seychelles_casse_dent","Laurales","Lauraceae","Cinnamomum","Cinnamomum verum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",12000,50,100,6.5,9,3.5,1,"tree","Perennial",12
"134","Cinnamomum verum",37,0.27456846360841,"11_3_kaiser-bunbury_2017_seychelles_copolia","Laurales","Lauraceae","Cinnamomum","Cinnamomum verum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",12000,50,100,6.5,9,3.5,1,"tree","Perennial",12
"135","Cinnamomum verum",39,0.217264334928231,"11_4_kaiser-bunbury_2017_seychelles_reserve","Laurales","Lauraceae","Cinnamomum","Cinnamomum verum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",12000,50,100,6.5,9,3.5,1,"tree","Perennial",12
"136","Cinnamomum verum",43,0.287742431793456,"11_5_kaiser-bunbury_2017_seychelles_rosebelle","Laurales","Lauraceae","Cinnamomum","Cinnamomum verum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",12000,50,100,6.5,9,3.5,1,"tree","Perennial",12
"137","Cinnamomum verum",14,0.169909861539844,"13_1_kaiser-bunbury_2011_seychelles_bernica","Laurales","Lauraceae","Cinnamomum","Cinnamomum verum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",12000,50,100,6.5,9,3.5,1,"tree","Perennial",12
"138","Cinnamomum verum",23,0.524211586303287,"13_2_kaiser-bunbury_2011_seychelles_casse_dent","Laurales","Lauraceae","Cinnamomum","Cinnamomum verum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",12000,50,100,6.5,9,3.5,1,"tree","Perennial",12
"139","Cinnamomum verum",4,0.0373778062866019,"13_3_kaiser-bunbury_2011_seychelles_copolia","Laurales","Lauraceae","Cinnamomum","Cinnamomum verum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",12000,50,100,6.5,9,3.5,1,"tree","Perennial",12
"140","Cinnamomum verum",64,0.279482725003248,"13_4_kaiser-bunbury_2011_seychelles_la_reserve","Laurales","Lauraceae","Cinnamomum","Cinnamomum verum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",12000,50,100,6.5,9,3.5,1,"tree","Perennial",12
"141","Cinnamomum verum",49,0.0997904016856497,"13_5_kaiser-bunbury_2011_seychelles_tea_plantation","Laurales","Lauraceae","Cinnamomum","Cinnamomum verum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",12000,50,100,6.5,9,3.5,1,"tree","Perennial",12
"142","Cirsium arvense",135,0.256266248048712,"17_1_arroyo_correa_new_zealand_2019_1","Asterales","Asteraceae","Cirsium","Cirsium arvense","Dioecious","dioecious","none",0,"Open","actinomorphic",10,5,13.5,13.5,14,3,100,"herb","Perennial",0.9
"143","Cirsium arvense",62,0.471423950159836,"17_2_arroyo_correa_new_zealand_2019_2","Asterales","Asteraceae","Cirsium","Cirsium arvense","Dioecious","dioecious","none",0,"Open","actinomorphic",10,5,13.5,13.5,14,3,100,"herb","Perennial",0.9
"144","Cirsium arvense",83,0.171906535941764,"17_3_arroyo_correa_new_zealand_2019_3","Asterales","Asteraceae","Cirsium","Cirsium arvense","Dioecious","dioecious","none",0,"Open","actinomorphic",10,5,13.5,13.5,14,3,100,"herb","Perennial",0.9
"145","Cirsium arvense",159,0.0762456863178086,"18_1_bundgaard_2003_denmark","Asterales","Asteraceae","Cirsium","Cirsium arvense","Dioecious","dioecious","none",0,"Open","actinomorphic",10,5,13.5,13.5,14,3,100,"herb","Perennial",0.9
"146","Cirsium arvense",13,0.293748236234456,"2_2_dicks_2002_england_hicklingbroad","Asterales","Asteraceae","Cirsium","Cirsium arvense","Dioecious","dioecious","none",0,"Open","actinomorphic",10,5,13.5,13.5,14,3,100,"herb","Perennial",0.9
"147","Cirsium eriophoroides",127,0.127699001404091,"5_1_fang_2008_china","Asterales","Asteraceae","Cirsium","Cirsium eriophoroides","Hermaphrodite","partially_self_compatible","low",12.6778875,"Capitulum","actinomorphic",3,3,45,45,35,4,100,"herb","Perennial",0.9
"148","Cirsium palustre",23,0.321004872465525,"2_2_dicks_2002_england_hicklingbroad","Asterales","Asteraceae","Cirsium","Cirsium palustre","Hermaphrodite","self_compatible","low",12,"Campanulate","actinomorphic",40,5,13,13,15,3,35,"herb","Short lived",1.15
"149","Cirsium pratensis",80,0.208138529163935,"18_1_bundgaard_2003_denmark","Asterales","Asteraceae","Cirsium","Cirsium pratense","Hermaphrodite","partially_self_compatible","low",13,"Capitulum","actinomorphic",15,5,27.5,27.5,22.5,10,100,"herb","Perennial",0.325
"150","Cistus albidus",21,0.350439059580497,"1_3_bartomeus_spain_2008_medca_1_2","Malvales","Cistaceae","Cistus","Cistus albidus","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,50,50,7,3,94.78,"shrub","Perennial",0.5
"151","Cistus albidus",30,0.351202745709423,"1_4_bartomeus_spain_2008_medca_2_3","Malvales","Cistaceae","Cistus","Cistus albidus","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,50,50,7,3,94.78,"shrub","Perennial",0.5
"152","Cistus albidus",39,0.46607748533593,"12_5_bartomeus_spain_2008_Elpinar_unp","Malvales","Cistaceae","Cistus","Cistus albidus","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,50,50,7,3,94.78,"shrub","Perennial",0.5
"153","Cistus crispus",60,0.586386914679505,"12_1_bartomeus_spain_2008_Aznalcazar_unp","Malvales","Cistaceae","Cistus","Cistus crispus","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,32.5,32.5,5.5,3.5,17.2,"shrub","Perennial",0.3
"154","Cistus crispus",64,0.627378674223247,"12_10_bartomeus_spain_2008_Lasmulas_unp","Malvales","Cistaceae","Cistus","Cistus crispus","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,32.5,32.5,5.5,3.5,17.2,"shrub","Perennial",0.3
"155","Cistus crispus",3,1,"12_11_bartomeus_spain_2008_Niebla_unp","Malvales","Cistaceae","Cistus","Cistus crispus","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,32.5,32.5,5.5,3.5,17.2,"shrub","Perennial",0.3
"156","Cistus crispus",25,0.613030208629965,"12_13_bartomeus_spain_2008_Pinodelcuervo_unp","Malvales","Cistaceae","Cistus","Cistus crispus","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,32.5,32.5,5.5,3.5,17.2,"shrub","Perennial",0.3
"157","Cistus crispus",45,0.759631353270407,"12_14_bartomeus_spain_2008_Urbanizaciones_unp","Malvales","Cistaceae","Cistus","Cistus crispus","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,32.5,32.5,5.5,3.5,17.2,"shrub","Perennial",0.3
"158","Cistus crispus",57,0.368158261489778,"12_15_bartomeus_spain_2008_Villamanriqueeste_unp","Malvales","Cistaceae","Cistus","Cistus crispus","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,32.5,32.5,5.5,3.5,17.2,"shrub","Perennial",0.3
"159","Cistus crispus",27,0.257562383449506,"12_16_bartomeus_spain_2008_Villamanriquesur_unp","Malvales","Cistaceae","Cistus","Cistus crispus","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,32.5,32.5,5.5,3.5,17.2,"shrub","Perennial",0.3
"160","Cistus crispus",4,0.661426869433287,"12_2_bartomeus_spain_2008_ConventodelaLuz_unp","Malvales","Cistaceae","Cistus","Cistus crispus","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,32.5,32.5,5.5,3.5,17.2,"shrub","Perennial",0.3
"161","Cistus crispus",17,0.322295471250054,"12_3_bartomeus_spain_2008_Bonares_unp","Malvales","Cistaceae","Cistus","Cistus crispus","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,32.5,32.5,5.5,3.5,17.2,"shrub","Perennial",0.3
"162","Cistus crispus",13,0.465110789155886,"12_4_bartomeus_spain_2008_CotitodeSantaTeresa_unp","Malvales","Cistaceae","Cistus","Cistus crispus","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,32.5,32.5,5.5,3.5,17.2,"shrub","Perennial",0.3
"163","Cistus ladanifer",14,0.156965267289627,"12_1_bartomeus_spain_2008_Aznalcazar_unp","Malvales","Cistaceae","Cistus","Cistus ladanifer","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,64,64,8.5,0.25,1038,"shrub","Perennial",1.75
"164","Cistus ladanifer",36,0.319558774989474,"12_10_bartomeus_spain_2008_Lasmulas_unp","Malvales","Cistaceae","Cistus","Cistus ladanifer","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,64,64,8.5,0.25,1038,"shrub","Perennial",1.75
"165","Cistus ladanifer",6,0.79345418169611,"12_13_bartomeus_spain_2008_Pinodelcuervo_unp","Malvales","Cistaceae","Cistus","Cistus ladanifer","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,64,64,8.5,0.25,1038,"shrub","Perennial",1.75
"166","Cistus ladanifer",18,0.608138297592221,"12_15_bartomeus_spain_2008_Villamanriqueeste_unp","Malvales","Cistaceae","Cistus","Cistus ladanifer","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,64,64,8.5,0.25,1038,"shrub","Perennial",1.75
"167","Cistus ladanifer",203,0.117300748044401,"12_2_bartomeus_spain_2008_ConventodelaLuz_unp","Malvales","Cistaceae","Cistus","Cistus ladanifer","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,64,64,8.5,0.25,1038,"shrub","Perennial",1.75
"168","Cistus ladanifer",19,0.251395697953151,"12_3_bartomeus_spain_2008_Bonares_unp","Malvales","Cistaceae","Cistus","Cistus ladanifer","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,64,64,8.5,0.25,1038,"shrub","Perennial",1.75
"169","Cistus ladanifer",36,0.0621431216268971,"12_6_bartomeus_spain_2008_Elpozo_unp","Malvales","Cistaceae","Cistus","Cistus ladanifer","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,64,64,8.5,0.25,1038,"shrub","Perennial",1.75
"170","Cistus libanotis",8,0.656954899287631,"12_12_bartomeus_spain_2008_PinaresdeHinojos_unp","Malvales","Cistaceae","Cistus","Cistus libanotis","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,29.1,29.1,6,0.5,22,"shrub","Perennial",1.05
"171","Cistus monspeliensis",62,0.492149379511996,"1_3_bartomeus_spain_2008_medca_1_2","Malvales","Cistaceae","Cistus","Cistus monspeliensis","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,15,15,5.03301666666667,0.25,21,"shrub","Perennial",0.5
