network number,site ID,habitat type,plant,family (plant),growth form,taxonomic resolution plant,pollinator,taxonomic resolution (pollinator),"individuals caught (1=yes, 0=no)",family (pollinator),order (pollinator),group (pollinator) ,interaction strength,Identifier,Literature used,Comment
gra340876,gra3,grassland,Myrica salicifolia,Myricaceae,shrub/small tree,Species,Hymenoptera Myrica,observation,0,,Hymenoptera,non-bee Aculeata,1,,,
gra340876,gra3,grassland,Myrica salicifolia,Myricaceae,shrub/small tree,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,13,A. Claßen,14,
gra340876,gra3,grassland,Myrica salicifolia,Myricaceae,shrub/small tree,Species,"Plebeina hildebrandti (Friese, 1900)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,2,
gra340876,gra3,grassland,Striga gesnerioides,Scrophulariaceae,herbaceous,Species,"Amegilla fallax (Smith, 1879)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,10,
gra340876,gra3,grassland,Wahlenbergia abyssinica,Campanulaceae,herbaceous,Species,Pseudapis sp. 1 ,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra341032,gra3,grassland,Aeschynomene abyssinica,Fabaceae,shrubby,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
gra341032,gra3,grassland,Cassia mimosoides,Fabaceae,herbaceous,Species,"Amegilla spilostoma (Cameron, 1905)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,10,
gra341032,gra3,grassland,Clinopodium abyssinicum,Lamiaceae,herbaceous,Species,Ceratina sp.1,morphospecies (genus),1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra341032,gra3,grassland,Clinopodium abyssinicum,Lamiaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,4,A. Claßen,14,
gra341032,gra3,grassland,Commelina africana,Commelinaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
gra341032,gra3,grassland,Commelina erecta ssp. livingstonii,Commelinaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
gra341032,gra3,grassland,Crotalaria dewildemanniana,Fabaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
gra341032,gra3,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Crabronidae sp.15,morphospecies (family),1,Crabronidae,Hymenoptera,non-bee Aculeata,1,R. Peters,27,
gra341032,gra3,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,9,C. Eardley,1,
gra341032,gra3,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Othinosmia sp.2,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra341032,gra3,grassland,Hypoxis angustifolia,Hypoxidaceae,herbaceous,Species,Lasioglossum sp.3,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra341032,gra3,grassland,Hypoxis angustifolia,Hypoxidaceae,herbaceous,Species,"Amegilla spilostoma (Cameron, 1905)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,10,
gra341032,gra3,grassland,Hypoxis angustifolia,Hypoxidaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
gra341032,gra3,grassland,Myrica salicifolia,Myricaceae,shrub/small tree,Species,Tenthredinidae sp.5,morphospecies (family),1,Tenthredinidae,Hymenoptera,Symphyta,1,R. Peters,27,
gra341032,gra3,grassland,Myrica salicifolia,Myricaceae,shrub/small tree,Species,Hymenoptera Myrica,observation,0,,Hymenoptera,non-bee Aculeata,1,,,
gra341032,gra3,grassland,Myrica salicifolia,Myricaceae,shrub/small tree,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,24,A. Claßen,14,
gra341032,gra3,grassland,Myrica salicifolia,Myricaceae,shrub/small tree,Species,"Eumerus cf. erythrocerus (Loew, 1858)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra341032,gra3,grassland,Myrica salicifolia,Myricaceae,shrub/small tree,Species,"Meliponula ferruginea (Lepeletier, 1841)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,16,C. Eardley,2,
gra341032,gra3,grassland,Myrica salicifolia,Myricaceae,shrub/small tree,Species,"Simoides crassipes (Fabricius, 1805)",Species,1,Syrphidae,Diptera,Syrphid,5,A. Ssymank,15-26*,
gra341032,gra3,grassland,Polygala sphenoptera,Polygalaceae,herbaceous,Species,Pseudapis sp. 2,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra341032,gra3,grassland,Wahlenbergia abyssinica,Campanulaceae,herbaceous,Species,Lasioglossum sp.6,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra440595,gra4,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
gra440595,gra4,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Othinosmia sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra440595,gra4,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,"Braunsapis cf. facialis (Gerstaecker, 1857)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,4,M. Gikungu,4,
gra440595,gra4,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,"Plebeina hildebrandti (Friese, 1900)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,2,
gra440595,gra4,grassland,Lactuca inermis,Asteraceae,herbaceous,Species,"Paragus cf. paulyi (Kassebeer, 2000)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra440595,gra4,grassland,Ozoroa insignis,Anacardiaceae,shrub/small tree,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,5,A. Claßen,14,
gra440595,gra4,grassland,Ozoroa insignis,Anacardiaceae,shrub/small tree,Species,"Syritta bulbus (Walker, 1849)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra440595,gra4,grassland,Ozoroa insignis,Anacardiaceae,shrub/small tree,Species,"Syritta stigmatica (Loew, 1958)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra440595,gra4,grassland,Tridax procumbens,Asteraceae,herbaceous,Species,Ceratina sp.7,morphospecies (genus),1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,1,
gra440595,gra4,grassland,Tridax procumbens,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,6,C. Eardley,1,
gra440595,gra4,grassland,Tridax procumbens,Asteraceae,herbaceous,Species,Halictus sp.5,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra440595,gra4,grassland,Tridax procumbens,Asteraceae,herbaceous,Species,Lasioglossum sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra440595,gra4,grassland,Tridax procumbens,Asteraceae,herbaceous,Species,Apidae Tridax,observation,0,Apidae,Hymenoptera,Apoidea:Bee,2,,,
gra440595,gra4,grassland,Tridax procumbens,Asteraceae,herbaceous,Species,Hymenoptera Tridax3,observation,0,,Hymenoptera,Apoidea:Bee,1,,,
gra440595,gra4,grassland,Tridax procumbens,Asteraceae,herbaceous,Species,"Braunsapis cf. facialis (Gerstaecker, 1857)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,14,M. Gikungu,4,
gra440595,gra4,grassland,Tridax procumbens,Asteraceae,herbaceous,Species,"Megachile frontalis (Fabricius, 1804)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,4,C. Eardley,"6,7,8",
gra440595,gra4,grassland,Tridax procumbens,Asteraceae,herbaceous,Species,"Plebeina hildebrandti (Friese, 1900)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,2,
gra440737,gra4,grassland,Clinopodium abyssinicum,Lamiaceae,herbaceous,Species,"Amegilla spilostoma (Cameron, 1905)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,10,
gra440737,gra4,grassland,Emilia discifolia,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,4,C. Eardley,1,
gra440737,gra4,grassland,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,Sphecidae sp.14,morphospecies (family),1,Sphecidae,Hymenoptera,non-bee Aculeata,2,R. Peters,27,
gra440737,gra4,grassland,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,1,
gra440737,gra4,grassland,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,Halictus sp.5,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
gra440737,gra4,grassland,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,Lasioglossum sp.18,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,9,C. Eardley,1,
gra440737,gra4,grassland,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,"Braunsapis cf. facialis (Gerstaecker, 1857)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,M. Gikungu,4,
gra440737,gra4,grassland,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,"Thyreus calceatus (Vachal, 1903)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,11,
gra440737,gra4,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Tenthredinidae sp.5,morphospecies (family),1,Tenthredinidae,Hymenoptera,Symphyta,2,R. Peters,27,
gra440737,gra4,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Lasioglossum sp.18,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
gra440737,gra4,grassland,Hypoestes forskahlii,Lamiaceae,herbaceous,Species,"Amegilla spilostoma (Cameron, 1905)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,10,
gra440737,gra4,grassland,Tridax procumbens,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
gra440877,gra4,grassland,Bidens pilosa,Asteraceae,herbaceous,Species,Othinosmia sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra440877,gra4,grassland,Clinopodium abyssinicum,Lamiaceae,herbaceous,Species,Amegilla Clinopodium,observation,0,Apidae,Hymenoptera,Apoidea:Bee,3,,,
gra440877,gra4,grassland,Clinopodium abyssinicum,Lamiaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,19,A. Claßen,14,
gra440877,gra4,grassland,Clinopodium abyssinicum,Lamiaceae,herbaceous,Species,"Braunsapis cf. facialis (Gerstaecker, 1857)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,M. Gikungu,4,
gra440877,gra4,grassland,Euclea racemosa,Ebenaceae,shrub/small tree,Species,Amegilla Euclea,observation,0,Apidae,Hymenoptera,Apoidea:Bee,1,,,
gra440877,gra4,grassland,Euclea racemosa,Ebenaceae,shrub/small tree,Species,Syrphidae Euclea,observation,0,Syrphidae,Diptera,Syrphid,1,,,
gra440877,gra4,grassland,Euclea racemosa,Ebenaceae,shrub/small tree,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,18,A. Claßen,14,
gra440877,gra4,grassland,Euclea racemosa,Ebenaceae,shrub/small tree,Species,"Braunsapis cf. facialis (Gerstaecker, 1857)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,3,M. Gikungu,4,
gra440877,gra4,grassland,Euclea racemosa,Ebenaceae,shrub/small tree,Species,"Hypotrigona gribodoi (Magretti, 1884)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,7,C. Eardley,2,
gra440877,gra4,grassland,Euclea racemosa,Ebenaceae,shrub/small tree,Species,"Meliponula ferruginea (Lepeletier, 1841)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,15,C. Eardley,2,
gra440877,gra4,grassland,Glycine wightii,Fabaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,6,A. Claßen,14,
gra440877,gra4,grassland,Glycine wightii,Fabaceae,herbaceous,Species,"Meliponula ferruginea (Lepeletier, 1841)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,2,
gra440877,gra4,grassland,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,1,
gra440877,gra4,grassland,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,Othinosmia sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
gra440877,gra4,grassland,Gutenbergia cordifolia,Asteraceae,herbaceous,Species,"Braunsapis cf. facialis (Gerstaecker, 1857)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,M. Gikungu,4,
gra440877,gra4,grassland,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,1,
gra440877,gra4,grassland,Rhamnus sp.*,Rhamnaceae,herbaceous,morphospecies,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,5,A. Claßen,14,
gra440877,gra4,grassland,Tridax procumbens,Asteraceae,herbaceous,Species,Halictus sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,1,
gra540734,gra5,grassland,Becium obovatum,Lamiaceae,herbaceous,Species,Halictidae Becium,observation,0,Halictidae,Hymenoptera,Apoidea:Bee,1,,,
gra540734,gra5,grassland,Ocimum obovatum,Lamiaceae,herbaceous,Species,Lasioglossum sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra540734,gra5,grassland,Tridax procumbens,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
gra540734,gra5,grassland,Waltheria indica,Malvaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,9,A. Claßen,14,
gra540863,gra5,grassland,Aspilia pluriseta,Asteraceae,herbaceous,Species,Ochreriades sp.1,morphospecies (genus),1,Megachilidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
gra540863,gra5,grassland,Aspilia pluriseta,Asteraceae,herbaceous,Species,Hymenoptera Aspilia,observation,0,,Hymenoptera,Apoidea:Bee,1,,,
gra540863,gra5,grassland,Centaurea praecox,Asteraceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
gra540863,gra5,grassland,Ipomoea blepharophylla,Convolvulaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
gra540863,gra5,grassland,Ocimum obovatum,Lamiaceae,herbaceous,Species,Amegilla Becium,observation,0,Apidae,Hymenoptera,Apoidea:Bee,2,,,
gra540863,gra5,grassland,Ocimum obovatum,Lamiaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,6,A. Claßen,14,
gra540863,gra5,grassland,Ocimum obovatum,Lamiaceae,herbaceous,Species,"Megachile cf. demeter (Cockerell, 1937)",Species,1,Megachilidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,"6,7,8",
gra540863,gra5,grassland,Psidium guajava,Myrtaceae,shrub/small tree,Species,"Ischiodon aegyptius (Wiedemann, 1830)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
gra540863,gra5,grassland,Rhynchosia totta var totta,Fabaceae,herbaceous,Species,Nomia sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
hel140945,hel1,Helichrysum zone,Peucedanum kerstenii,Apiaceae,herbaceous,Species,Vespidae sp.7,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,6,R. Peters,27,
hel140945,hel1,Helichrysum zone,Peucedanum kerstenii,Apiaceae,herbaceous,Species,Lasioglossum sp.2,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,
hel140945,hel1,Helichrysum zone,Peucedanum kerstenii,Apiaceae,herbaceous,Species,"Betasyrphus cf. lucei (Curran, 1938)",Species,1,Syrphidae,Diptera,Syrphid,4,A. Ssymank,15-26*,
hel140945,hel1,Helichrysum zone,Senecio telekii,Asteraceae,herbaceous,Species,Lasioglossum sp.2,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
hel140945,hel1,Helichrysum zone,Senecio telekii,Asteraceae,herbaceous,Species,"Betasyrphus cf. lucei (Curran, 1938)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
hel141223,hel1,Helichrysum zone,Peucedanum kerstenii,Apiaceae,herbaceous,Species,Vespidae sp.7,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,4,R. Peters,27,excluded from analysis (H2' & d')
hel141223,hel1,Helichrysum zone,Peucedanum kerstenii,Apiaceae,herbaceous,Species,"Betasyrphus cf. lucei (Curran, 1938)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,excluded from analysis (H2' & d')
hel241214,hel2,Helichrysum zone,Euryops dacrydioides,Asteraceae,shrubby,Species,Lasioglossum sp.2,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,8,C. Eardley,1,excluded from analysis (H2' & d')
hel241214,hel2,Helichrysum zone,Helichrysum forskahlii,Asteraceae,herbaceous,Species,Lasioglossum sp.2,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,1,excluded from analysis (H2' & d')
hel241214,hel2,Helichrysum zone,Helichrysum newii,Asteraceae,herbaceous,Species,Lasioglossum sp.2,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,excluded from analysis (H2' & d')
hel341074,hel3,Helichrysum zone,Helichrysum citrispinum,Asteraceae,herbaceous,Species,Vespidae sp.7,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,2,R. Peters,27,
hel341074,hel3,Helichrysum zone,Helichrysum citrispinum,Asteraceae,herbaceous,Species,Lasioglossum sp.2,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,14,C. Eardley,1,
hel341074,hel3,Helichrysum zone,Helichrysum newii,Asteraceae,herbaceous,Species,Lasioglossum sp.2,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,57,C. Eardley,1,
hel341074,hel3,Helichrysum zone,Senecio meyeri-johannis,Asteraceae,herbaceous,Species,Lasioglossum sp.2,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
hel341074,hel3,Helichrysum zone,Senecio schweinfurthii,Asteraceae,herbaceous,Species,Lasioglossum sp.2,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,8,C. Eardley,1,
hel341074,hel3,Helichrysum zone,Senecio telekii,Asteraceae,herbaceous,Species,Lasioglossum sp.2,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,5,C. Eardley,1,
hel441208,hel4,Helichrysum zone,Carduus keniensis,Asteraceae,herbaceous,Species,Lasioglossum sp.2,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
hel441208,hel4,Helichrysum zone,Euryops dacrydioides,Asteraceae,shrubby,Species,Vespidae sp.7,morphospecies (family),1,Vespidae,Hymenoptera,non-bee Aculeata,3,R. Peters,27,
hel441208,hel4,Helichrysum zone,Euryops dacrydioides,Asteraceae,shrubby,Species,Lasioglossum sp.2,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,25,C. Eardley,1,
hel441208,hel4,Helichrysum zone,Euryops dacrydioides,Asteraceae,shrubby,Species,"Betasyrphus cf. lucei (Curran, 1938)",Species,1,Syrphidae,Diptera,Syrphid,2,A. Ssymank,15-26*,
hel441208,hel4,Helichrysum zone,Senecio meyeri-johannis,Asteraceae,herbaceous,Species,Lasioglossum sp.2,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,1,
hel441208,hel4,Helichrysum zone,Senecio telekii,Asteraceae,herbaceous,Species,Lasioglossum sp.2,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
hom440576,hom4,Chagga homegarden,Celosia schweinfurthiana,Amaranthaceae,herbaceous,Species,"Ceratina stuckenbergi (Eardley & Daly, 2007)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,4,C. Eardley,5,
hom440576,hom4,Chagga homegarden,Musa spp.*,Musaceae,herbaceous,species complex,Hymenoptera Musa,observation,0,,Hymenoptera,Apoidea:Bee,1,,,
hom440576,hom4,Chagga homegarden,Musa spp.*,Musaceae,herbaceous,species complex,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,133,A. Claßen,14,
hom440576,hom4,Chagga homegarden,Musa spp.*,Musaceae,herbaceous,species complex,"Meliponula ferruginea (Lepeletier, 1841)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,2,
hom440576,hom4,Chagga homegarden,Musa spp.*,Musaceae,herbaceous,species complex,"Plebeina hildebrandti (Friese, 1900)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,2,
hom440576,hom4,Chagga homegarden,Zea mays,Poaceae,herbaceous,Species,Lasioglossum sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
hom440576,hom4,Chagga homegarden,Zea mays,Poaceae,herbaceous,Species,Hymenoptera Zea,observation,0,,Hymenoptera,non-bee Aculeata,1,,,
hom440576,hom4,Chagga homegarden,Zea mays,Poaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,109,A. Claßen,14,
hom440576,hom4,Chagga homegarden,Zea mays,Poaceae,herbaceous,Species,"Braunsapis cf. facialis (Gerstaecker, 1857)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,M. Gikungu,4,
hom440624,hom4,Chagga homegarden,Achyranthes aspera,Amaranthaceae,herbaceous,Species,Lasioglossum sp.10,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
hom440624,hom4,Chagga homegarden,Bidens pilosa,Asteraceae,herbaceous,Species,Braunsapis Bidens,observation,0,Apidae,Hymenoptera,Apoidea:Bee,2,,,
hom440624,hom4,Chagga homegarden,Bidens pilosa,Asteraceae,herbaceous,Species,"Ceratina stuckenbergi (Eardley & Daly, 2007)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,2,C. Eardley,5,
hom440624,hom4,Chagga homegarden,Commelina foliacea,Commelinaceae,herbaceous,Species,Braunsapis Commelina,observation,0,Apidae,Hymenoptera,Apoidea:Bee,6,,,
hom440624,hom4,Chagga homegarden,Commelina foliacea,Commelinaceae,herbaceous,Species,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,11,A. Claßen,14,
hom440624,hom4,Chagga homegarden,Commelina foliacea,Commelinaceae,herbaceous,Species,"Paragus borbonicus (Macquart, 1842)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
hom440624,hom4,Chagga homegarden,Commelina foliacea,Commelinaceae,herbaceous,Species,"Paragus longiventris (Loew, 1858)",Species,1,Syrphidae,Diptera,Syrphid,1,A. Ssymank,15-26*,
hom440624,hom4,Chagga homegarden,Morpho sp.3*,NA,herbaceous,morphospecies,Megachile Fabaceae,observation,0,Megachilidae,Hymenoptera,Apoidea:Bee,1,,,
hom440624,hom4,Chagga homegarden,Morpho sp.3*,NA,herbaceous,morphospecies,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,A. Claßen,14,
hom440624,hom4,Chagga homegarden,Musa spp.*,Musaceae,herbaceous,species complex,Lasioglossum sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
hom440624,hom4,Chagga homegarden,Musa spp.*,Musaceae,herbaceous,species complex,Hymenoptera Musa,observation,0,,Hymenoptera,Apoidea:Bee,2,,,
hom440624,hom4,Chagga homegarden,Musa spp.*,Musaceae,herbaceous,species complex,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,28,A. Claßen,14,
hom440624,hom4,Chagga homegarden,Musa spp.*,Musaceae,herbaceous,species complex,"Meliponula ferruginea (Lepeletier, 1841)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,6,C. Eardley,2,
hom440624,hom4,Chagga homegarden,Pisum sativum,Fabaceae,herbaceous,Species,"Ceratina stuckenbergi (Eardley & Daly, 2007)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,5,
hom440624,hom4,Chagga homegarden,Tridax procumbens,Asteraceae,herbaceous,Species,Lasioglossum sp.10,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,1,C. Eardley,1,
hom440731,hom4,Chagga homegarden,Musa spp.*,Musaceae,herbaceous,species complex,"Apis mellifera (Linnaeus, 1758)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,24,A. Claßen,14,
hom440731,hom4,Chagga homegarden,Pisum sativum,Fabaceae,herbaceous,Species,"Ceratina stuckenbergi (Eardley & Daly, 2007)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,4,C. Eardley,5,
hom440841,hom4,Chagga homegarden,Celosia schweinfurthiana,Amaranthaceae,herbaceous,Species,"Ceratina stuckenbergi (Eardley & Daly, 2007)",Species,1,Apidae,Hymenoptera,Apoidea:Bee,7,C. Eardley,5,
hom440841,hom4,Chagga homegarden,Coffea arabica,Rubiaceae,shrubby,Species,Lasioglossum sp.1,morphospecies (genus),1,Halictidae,Hymenoptera,Apoidea:Bee,3,C. Eardley,1,
hom440841,hom4,Chagga homegarden,Coffea arabica,Rubiaceae,shrubby,Species,Halictidae Coffea,observation,0,Halictidae,Hymenoptera,Apoidea:Bee,1,,,
hom440841,hom4,Chagga homegarden,Coffea arabica,Rubiaceae,shrubby,Species,Hypotrigona Coffea,observation,0,Apidae,Hymenoptera,Apoidea:Bee,26,,,
