"","species_geonet","column_label","unique.id","Order_all","Family_all","Genus_all","Species_all","subspecies","sex_or_flower_type","breeding_system","autonomous_selfing_level (none/low/medium/high)","compatibility","compatibility_genus","info_level","asexual_reproduction","asexual_reproduction_type","agamospermy/apomixis (yes/no/some_populations)","parasitic (yes/no)","flower_colour","flower_morphology","flower_pollinator_morphology","flower_symmetry","corolla_diameter_mean_mm","corolla_diameter_min_mm","corolla_diameter_max_mm","corolla_length_mean_mm","corolla_length_min_mm","corolla_length_max_mm","tube_length_mm","life_form","lifespan","plant_height_min_m","plant_height_max_m","plant_height_mean_m","references","reference_journal","doi","doi__1","doi__2","doi__3","doi__4","type_of_proxy_seed _or_fruit","open_pollination_percentage","open_pollination_n","hand_poll_outcrossing_percentage","hand_poll_outcrossing_percentage_n","hand_poll_self_percentage","hand_poll_self_n","spontaneus_selfing_percentage","spontaneus_selfing_n","geitonogamy_percentage","geitonogamy_n","apomixis_percentage","apomixis_n","intramorph_percentage","intramorph_n","stamen_length_mm","stamen_length_min_mm","stamen_length_max_mm","style_length_mm","style_length_min_mm","style_length_max_mm","ovary_length_mm","ovary_min_mm","ovary_max_mm","stigma_length_mm","stigma_min_mm","stigma_max_mm","pistil_length_mm","pistil_min_mm","pistil_max_mm","inflorescence_form","inflorescence_arrangement","inflorescence_length_mm","inflorescence_width_mean_mm","inflorescence_width_min_mm","inflorescence_width_max_mm","inflorescence_comment","pollen_anther_mean","pollen_anther_sd","pollen_anther_n","pollen_flower_mean","pollen_flower_min","pollen_flower_max","pollen_flower_sd","pollen_flower_n","pollen_ovule_ratio","pollen_ovule_ratio_sd","ovules_mean","ovules_min","ovules max","ovules_sd","ovules_n","stamen_mean","stamen_min","stamen_max","anthers_exerted_yes_or_no","anthers_exerted_mm","pistil_mean","stigma_mean","stigma_exerted_yes_or_no","stigma_exerted_mm","flowers_inflorescences_min","flowers_inflorescences_max","flowers_inflorescences_mean","inflorescences_plant_min","inflorescences_plant_max","inflorescences_plant_mean","flower_plant_min","flower_plant_max","flower_plant_mean","flower_lifespan_days","flowering_time_days","nectar_yes_or_no","nectar_ul_day_mean","nectar_ul_day_sd","nectar_ul_day_n","total_nectar_ul_mean","total_nectar_ul_sd","total_nectar_ul_n","sugar_nectar_mg_mean","sugar_nectar_mg_sd","sugar_nectar_mg_n","sugar_concentration_mean","sugar_concentration_sd","sugar_concentration_n","fruit_type","fruit_colour","fruit_length_mm","fruit_width_mm","pollen_polar_length_um_mean","pollen_polar_length_um_min","pollen_polar_length_um_max","pollen_equatorial_length_mean_um","pollen_equatorial_length_min_um","pollen_equatorial_length_max_um","pollen_polar_equatorial","mean_pollen_tube_growth_um_min","chromosome number","ploidy","location","country","references__1","reference_journal__1","doi__5","doi__6","doi__7","doi__8","doi__9"
"1981","Melochia_simplex","160","souza_2018_pantanal.csv","Malvales","Malvaceae","Melochia","Melochia simplex",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1982","Memecylon eleagni","63","kaiser_bunbury_2014_1.csv","Myrtales","Melastomataceae","Memecylon","Memecylon eleagni",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1236.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1983","Memecylon ovatifolium","40","kaiser_bunbury_2010_10.csv","Myrtales","Melastomataceae","Memecylon","Memecylon ovatifolium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1984","Menodora_decemfida","20","chacoff_2011.csv","Lamiales","Oleaceae","Menodora","Menodora decemfida","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"yellow","campanulate","campanulate","actinomorphic","14.5","NA","NA","6","NA","NA","6","herb","shrub","NA","1","0.5","steyermark 1932; chumley 2007","journal: annals of the missouri botanical garden; thesis: phylogeny, biogeography and systematics of menodora (oleaceae) and the chloroplast genome of pelargonium × hortorum","https://doi.org/10.2307/2394175","NA",,,,"NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1985","Menonvillea hookeri",,,"Brassicales","Brassicaceae","Menonvillea","Menonvillea hookeri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1986","Menonvillea hookeri ","120","medan_2002_laguna_diamante.csv",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1987","Mentha aquatica","11","beck_2006.csv","Lamiales","Lamiaceae","Mentha","Mentha aquatica","NA","bisexual","hermaphrodite","none","self_incompatible","NA","flower","yes","rhizomes","no","no","violet_or_purple","tube","tube","zygomorphic","2.5","NA","NA","5","NA","NA","5","herb","perennial","0.2","1.5","0.85","NA; schaner 2012; lenssen et al., 2001","online:http://www.luontoportti.com; journal: wulfenia; journal: new phytologist","NA","NA","10.1046/j.1469-8137.2000.00557.x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1988","Mentha arvensis","148","robertson_1929.csv","Lamiales","Lamiaceae","Mentha","Mentha arvensis","NA","bisexual","hermaphrodite","NA","self_compatible","NA","flower","yes","rhizomes","NA",,"purple","tube","tube","zygomorphic","3.4","NA","NA","5.5","4","7",,"herb","perennial","0.2","0.8","0.5","NA; shasany 2005; NA","online: http://web.pdx.edu; journal: plant genetic resource newsletter; online: https://www.friendsofthewildflowergarden.org","NA","NA","NA",,,,,,,,,,,,,,,,,,"5","3","7","6.25","5.5","7",,,,,,,"20.100000000000001",,,,,,,,,,,,,,,,,,,,,,,,,"50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2n=22",,,,"raven 1963","the quarterly review of biology","https://doi.org/10.1086/403797",,,,
"1989","Mentha haplocalyx","29","fang_huang_2008.csv","Lamiales","Lamiaceae","Mentha","Mentha canadensis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"galapagos","ecuador","NA","online: flora of north america",,,,,
"1990","Mentha longifolia","24","dupont_2003.csv","Lamiales","Lamiaceae","Mentha","Mentha longifolia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1991","Mentzelia aspera","119","mcmullen_1993.csv","Cornales","Loasaceae","Mentzelia","Mentzelia aspera","NA","bisexual","hermaphrodite","NA","NA","self_compatible","flower","NA","NA","NA",,"yellow","bowl","bowl","actinomorphic","15","NA","NA","5","NA","NA","NA","herb","annual","0.2","0.75","0.5","NA; brokaw & hufford 2010","online: flora of north america; journal: american journal of botany","10.3732/ajb.0900388",,,,,"NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1992","Mentzelia multiflora","21","clements_1923.csv","Cornales","Loasaceae","Mentzelia","Mentzelia multiflora",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1993","Mentzelia_albescens","20","chacoff_2011.csv","Cornales","Loasaceae","Mentzelia","Mentzelia albescens","NA","bisexual","hermaphrodite","NA","self_compatible","NA","flower","NA","NA","NA",,"yellow","campanulate","campanulate","actinomorphic","7.45","5.7","9.1999999999999993","1.65","1.3","3","NA","herb","biennial","0.1","0.85","0.5","raven 1963; fernandez, galetto & astegiano 2009","journal: the quarterly review of biology; journal: organisms diversity & evolution","https://doi.org/10.1086/403797","https://doi.org/10.1016/j.ode.2009.02.001",,,,"NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1994","Menziesia pentandra","113","kato_1993.csv","Ericales","Ericaceae","Menziesia","Menziesia pentandra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1995","Meriana sclerophylla","146","ramirez_1989.csv","NA","NA","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1996","Merremia umbellata","134","percival_1974.csv",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1997","Merremia_umbellata","160","souza_2018_pantanal.csv","Solanales","Convolvulaceae","Camonea","Camonea umbellata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1998","mertensia ciliata","19","Caradonna 2014_2015.csv","Boraginales","Boraginaceae","Mertensia","Mertensia ciliata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1999","mertensia fusiformis","19","Caradonna 2014_2015.csv","Boraginales","Boraginaceae","Mertensia","Mertensia fusiformis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7","NA","NA","30","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000","Mertensia pratensis","21","clements_1923.csv","Boraginales","Boraginaceae","Mertensia","Mertensia pratensis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2001","Mertensia sibirica","21","clements_1923.csv","Boraginales","Boraginaceae","Mertensia","Mertensia sibirica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","cyme","axilar","15","10",,,"NA","NA","NA","NA","NA",,,"NA","NA","NA",,"NA",,,"NA","NA","5",,,"no","0","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","28","NA","NA","29","NA","NA","0.96","NA","NA","NA","NA","NA","van der ham & pruesapan 2006","grana","https://doi.org/10.1080/00173130600874834",,,,
"2002","Mertensia virginica","148","robertson_1929.csv","Boraginales","Boraginaceae","Mertensia","Mertensia virginica","NA","bisexual","hermaphrodite","NA","self_compatible","NA","flower","yes","rhizomes","NA",,"light blue","funnelform","funnelform","actinomorphic","21","NA","NA","30","NA","NA","20","herb","perennial","0.3","0.7","0.5","NA; NA; hannah & krakos 2016","online: http://www.missouriplants.com; online: https://www.illinoiswildflowers.info; poster: the breeding system and assessment of pollen limitation for nine native missouri species","NA","NA","NA",,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.4500000000000002","NA","NA","0.4","NA","NA","0.4","NA","NA","3","NA","NA","cyme","axilar","15","10",,,"NA","NA","NA","NA","NA",,,"NA","NA","NA",,"NA",,,"NA","NA","NA",,,"NA","NA","1","3","no","0","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","berry","NA","7","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","online: efloras.org","NA",,,,
"2003","Mesechites_trifidus","160","souza_2018_pantanal.csv","Gentianales","Apocynaceae","Mesechites","Mesechites trifidus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2004","Metothria tiukiuensis","115","kato_2000.csv","Cucurbitales","Cucurbitaceae","Zehneria","Zehneria mucronata","NA","separated","dioecious","none","dioecious","NA","male_flower","NA","NA","NA",,"white","campanulate","campanulate","actinomorphic","8","NA","NA","8","NA","NA","NA","vine","perennial","NA","5","2.5","van der ham & pruesapan 2006","journal: grana","https://doi.org/10.1080/00173130600874834",,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Metothria tiukiuensis","115","kato_2000.csv","Cucurbitales","Cucurbitaceae","Zehneria","Zehneria mucronata","NA","separated","dioecious","none","dioecious","NA","female_flower","NA","NA","NA",,"white","campanulate","campanulate","actinomorphic","5","NA","NA","4","NA","NA","NA","vine","perennial","NA","5","2.5","NA","online: efloras.org","NA",,,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2006","Metrosideros","144","Probert_Wha.csv","NA","NA","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA",,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2007","Metrosideros excelsa","142","Probert_Kar.csv","Myrtales","Myrtaceae","Metrosideros","Metrosideros excelsa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2008","Metrosideros perforata","180","VanNoortAitP.csv","Myrtales","Myrtaceae","Metrosideros","Metrosideros perforata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2009","Miconia ciliata","146","ramirez_1989.csv","Myrtales","Melastomataceae","Miconia","Miconia ciliata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2010","Miconia robinsoniana","119","mcmullen_1993.csv","Myrtales","Melastomataceae","Miconia","Miconia robinsoniana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011","Miconia sp1 M_PL_040","36","ingversen_2006_windsor_jamaica.csv","NA","NA","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA",,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012","Miconia stephananthera","147","ramirez_1992.csv","Myrtales","Melastomataceae","Miconia","Miconia stephananthera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2013","Miconia striata","35","ingversen_2006_syndicate_dominica.csv","Myrtales","Melastomataceae","Miconia","Miconia striata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2014","Miconia_chamissois","161","souza_2018_verada.csv","Myrtales","Melastomataceae","Miconia","Miconia chamissois",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2015","Microseris lanceolata","38","inouye_1988.csv","Asterales","Asteraceae","Microseris","Microseris lanceolata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2016","Microstachys_hispida","160","souza_2018_pantanal.csv","Malpighiales","Euphorbiaceae","Microstachys","Microstachys hispida",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2017","Microtea_scabrida","159","souza_2018_chaco.csv","Caryophyllales","Phytolaccaceae","Microtea","Microtea scabrida","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"green","bowl","bowl","actinomorphic","1","NA","NA","1","NA","NA","NA","liana","perennial","NA","1.5","0.75","sukhorukov et al., 2019","journal: phytokeys","10.3897/phytokeys.115.29041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2018","Microula sikkimensis","29","fang_huang_2008.csv","Boraginales","Boraginaceae","Microula","Microula sikkimensis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2019","Mikania micrantha","134","percival_1974.csv","Asterales","Asteraceae","Mikania","Mikania micrantha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2020","Mikania psilotachya","146","ramirez_1989.csv","Asterales","Asteraceae","Mikania","Mikania psilostachya",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2021","Mikania_cordifolia","158","souza_2018_cerrado.csv","Asterales","Asteraceae","Mikania","Mikania cordifolia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2022","Mimosa arenosa","152","santos_2010.csv","Fabales","Fabaceae","Mimosa","Mimosa arenosa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2023","Mimosa camporum","147","ramirez_1992.csv","Fabales","Fabaceae","Mimosa","Mimosa camporum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2024","Mimosa casta","35","ingversen_2006_syndicate_dominica.csv","Fabales","Fabaceae","Mimosa","Mimosa casta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025","Mimosa pudica","134","percival_1974.csv","Fabales","Fabaceae","Mimosa","Mimosa pudica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2026","Mimosa_chaetosphaera","160","souza_2018_pantanal.csv","Fabales","Fabaceae","Mimosa","Mimosa chaetosphaera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2027","Mimosa_claussenii","158","souza_2018_cerrado.csv","Fabales","Fabaceae","Mimosa","Mimosa claussenii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2028","Mimosa_dolens","158","souza_2018_cerrado.csv","Fabales","Fabaceae","Mimosa","Mimosa dolens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2029","Mimosa_gemmulata","158","souza_2018_cerrado.csv","Fabales","Fabaceae","Mimosa","Mimosa gemmulata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2030","Mimosa_hebecarpa","158","souza_2018_cerrado.csv","Fabales","Fabaceae","Mimosa","Mimosa hebecarpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2031","Mimosa_hexandra","159","souza_2018_chaco.csv","Fabales","Fabaceae","Mimosa","Mimosa hexandra","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"white","tube","brush","actinomorphic","1","NA","NA","2","NA","NA","2","shrub","perennial","NA","4","2","de souza-lima et al., 2017","journal: rodriguesia 68(1): 263-290","10.1590/2175-7860201768131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2032","Mimosa_sensibilis","159","souza_2018_chaco.csv","Fabales","Fabaceae","Mimosa","Mimosa sensibilis","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"green","bowl","brush","actinomorphic","1","NA","NA","2","NA","NA","NA","shrub","perennial","NA","2.5","1.25","NA; souza-lima et al., 2017","online: http://swbiodiversity.org; journal: rodriguesia 68(1):263-290","NA","10.1590/2175-7860201768131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2033","Mimosa_xanthocentra","158","souza_2018_cerrado.csv","Fabales","Fabaceae","Mimosa","Mimosa xanthocentra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
