"","species_geonet","column_label","unique.id","Order_all","Family_all","Genus_all","Species_all","subspecies","sex_or_flower_type","breeding_system","autonomous_selfing_level (none/low/medium/high)","compatibility","compatibility_genus","info_level","asexual_reproduction","asexual_reproduction_type","agamospermy/apomixis (yes/no/some_populations)","parasitic (yes/no)","flower_colour","flower_morphology","flower_pollinator_morphology","flower_symmetry","corolla_diameter_mean_mm","corolla_diameter_min_mm","corolla_diameter_max_mm","corolla_length_mean_mm","corolla_length_min_mm","corolla_length_max_mm","tube_length_mm","life_form","lifespan","plant_height_min_m","plant_height_max_m","plant_height_mean_m","references","reference_journal","doi","doi__1","doi__2","doi__3","doi__4","type_of_proxy_seed _or_fruit","open_pollination_percentage","open_pollination_n","hand_poll_outcrossing_percentage","hand_poll_outcrossing_percentage_n","hand_poll_self_percentage","hand_poll_self_n","spontaneus_selfing_percentage","spontaneus_selfing_n","geitonogamy_percentage","geitonogamy_n","apomixis_percentage","apomixis_n","intramorph_percentage","intramorph_n","stamen_length_mm","stamen_length_min_mm","stamen_length_max_mm","style_length_mm","style_length_min_mm","style_length_max_mm","ovary_length_mm","ovary_min_mm","ovary_max_mm","stigma_length_mm","stigma_min_mm","stigma_max_mm","pistil_length_mm","pistil_min_mm","pistil_max_mm","inflorescence_form","inflorescence_arrangement","inflorescence_length_mm","inflorescence_width_mean_mm","inflorescence_width_min_mm","inflorescence_width_max_mm","inflorescence_comment","pollen_anther_mean","pollen_anther_sd","pollen_anther_n","pollen_flower_mean","pollen_flower_min","pollen_flower_max","pollen_flower_sd","pollen_flower_n","pollen_ovule_ratio","pollen_ovule_ratio_sd","ovules_mean","ovules_min","ovules max","ovules_sd","ovules_n","stamen_mean","stamen_min","stamen_max","anthers_exerted_yes_or_no","anthers_exerted_mm","pistil_mean","stigma_mean","stigma_exerted_yes_or_no","stigma_exerted_mm","flowers_inflorescences_min","flowers_inflorescences_max","flowers_inflorescences_mean","inflorescences_plant_min","inflorescences_plant_max","inflorescences_plant_mean","flower_plant_min","flower_plant_max","flower_plant_mean","flower_lifespan_days","flowering_time_days","nectar_yes_or_no","nectar_ul_day_mean","nectar_ul_day_sd","nectar_ul_day_n","total_nectar_ul_mean","total_nectar_ul_sd","total_nectar_ul_n","sugar_nectar_mg_mean","sugar_nectar_mg_sd","sugar_nectar_mg_n","sugar_concentration_mean","sugar_concentration_sd","sugar_concentration_n","fruit_type","fruit_colour","fruit_length_mm","fruit_width_mm","pollen_polar_length_um_mean","pollen_polar_length_um_min","pollen_polar_length_um_max","pollen_equatorial_length_mean_um","pollen_equatorial_length_min_um","pollen_equatorial_length_max_um","pollen_polar_equatorial","mean_pollen_tube_growth_um_min","chromosome number","ploidy","location","country","references__1","reference_journal__1","doi__5","doi__6","doi__7","doi__8","doi__9"
"2843","Scrophularia glabrata","24","dupont_2003.csv","Lamiales","Scrophulariaceae","Scrophularia","Scrophularia glabrata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2844","Scrophularia marilandica","148","robertson_1929.csv","Lamiales","Scrophulariaceae","Scrophularia","Scrophularia marilandica","NA","bisexual","hermaphrodite","NA","NA","self_compatible","flower","NA","NA","NA",,"red and green","tube","tube","zygomorphic","3.5","NA","NA","8.5","8","9","5","herb","perennial","1","2.4","1.7","NA; scheunert 2016","online: https://www.illinoiswildflowers.info; thesis: evolutionary history and biogeography of the genus scrophularia (scrophulariaceae) and hemiparasitic orobanchaceae (tribe rhinantheae) with emphasis on reticulate evolution","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2845","Scutellaria canescans","148","robertson_1929.csv","Lamiales","Lamiaceae","Scutellaria","Scutellaria incana","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA","NA","violet_or_purple","tube","tube","zygomorphic","14","NA","NA","25","NA","NA","25","herb","perennial","0.6","0.9","0.75","NA","online: http://www.missouriplants.com","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1011.6","47.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2846","Scutellaria hypericifolia","30","fang_huang_2009.csv","Lamiales","Lamiaceae","Scutellaria","Scutellaria hypericifolia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2847","Scutellaria lateriflora","148","robertson_1929.csv","Lamiales","Lamiaceae","Scutellaria","Scutellaria lateriflora","NA","bisexual","hermaphrodite","high","self_compatible","NA","flower","NA","NA","no",,"lilac","tube","tube","zygomorphic","2.4","NA","NA","6","NA","NA","4","herb","perennial","0.3","0.7","0.5","NA; gill 1980; NA","online: https://gobotany.newenglandwild.org; journal: caryologia; online: http://www.botanicalauthentication.org","NA","10.1080/00087114.1980.10796848","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2848","Scutellaria parvula","148","robertson_1929.csv","Lamiales","Lamiaceae","Scutellaria","Scutellaria parvula","NA","bisexual","hermaphrodite","high","self_compatible","NA","flower","yes","tubers","NA","no","lilac","tube","tube","zygomorphic","4","NA","NA","8","NA","NA","8","herb","perennial","NA","0.2","0.1","NA; gill 2014; cruden 1976; baskin & baskin 1982","online: https://www.illinoiswildflowers.info; journal: caryologia; journal: breeding systems in plants; torrey botanical club","NA","https://doi.org/10.1080/00087114.1980.10796848","https://doi.org/10.1111/j.1558-5646.1977.tb00979.x","https://doi.org/10.2307/2484461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"yes","NA",,,,,"1","5","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"galapagos","ecuador","mcmullen, chamorro et al., 2012","book: flowering plants of the galapagos; annals of botany","https://doi.org/10.1093/aob/mcs132",,,,
"2849","Scutellaria resinosa","21","clements_1923.csv","Lamiales","Lamiaceae","Scutellaria","Scutellaria resinosa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2850","Scutellaria versicolor","148","robertson_1929.csv","Lamiales","Lamiaceae","Scutellaria","Scutellaria ovata","NA","NA","NA","NA","NA","NA","flower","yes","tubers","NA",,"purple","tube","tube","zygomorphic","20","NA","NA","18",,"20","8","herb","annual","0.25","0.6","0.42","Missouri Plants","Missouri Plants","http://www.missouriplants.com/Blueopp/Scutellaria_ovata_page.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2851","Scutia spicata","164","traveset_2013.csv","Rosales","Rhamnaceae","Scutia","Scutia spicata","NA","bisexual","hermaphrodite","medium","self_compatible","NA","flower","NA","NA","NA",,"green","disk","disk","actinomorphic","3","NA","NA","0.5","NA","NA","NA","shrub","perennial","0.5","2.5","1.5","mcmullen, chamorro et al., 2012","book: flowering plants of the galapagos; journal: annals of botany","https://doi.org/10.1093/aob/mcs132",,,,,"NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.35","1.5","3.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","cyme","axilar","100","10",,,"NA","NA","NA","NA","NA",,,"NA","NA","NA",,"NA",,,"NA","NA","5",,,"yes","NA","NA","NA","NA","NA","5","40","23","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","21.5","NA","NA","18.5","NA","NA","1.17","NA","NA","NA","NA","NA","sagun & raymond 2003; NA","grana; online: eflora.org","https://doi.org/10.1080/00173130310016464","NA",,,
"2852","Scypanthus elegans","1","arroyo_1982_1.csv","Cornales","Loasaceae","Scyphanthus","Scyphanthus elegans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.4","1","1.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","cyme","axilar","100","10",,,"NA","NA","NA","NA","NA",,,"NA","NA","NA",,"NA",,,"NA","NA","NA",,,"NA","NA","NA","NA","yes","NA","1","7","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","capsule","NA","3.5","3.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sagun & raymond 2003; NA","grana; online: eflora.org","https://doi.org/10.1080/00173130310016464","NA",,,
"2853","Sebatia angularis","148","robertson_1929.csv","Gentianales","Gentianaceae","Sabatia","Sabatia angularis","NA","bisexual","hermaphrodite","medium","self_compatible","NA","flower","NA","NA","no",,"pink","bowl","bowl","actinomorphic","26","18","34","8.5","NA","NA","NA","herb","annual","0.2","0.8","0.5","spigler 2017; NA","journal: annals of botany; online: http://ngpherbaria.org","10.1093/aob/mcw195","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2854","Securinega suffruticosa","111","kakutani_1990.csv","Malpighiales","Phyllanthaceae","Flueggea","Flueggea suffruticosa","NA","separated","dioecious","none","dioecious","NA","female_flower","NA","NA","NA",,"green","exposed","exposed","actinomorphic","2","NA","NA","1","NA","NA","NA","shrub","perennial","1","3","2","sagun & raymond 2003; NA","journal: grana; online: eflora.org","https://doi.org/10.1080/00173130310016464","NA",,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4.9000000000000004","4.8","5","1","NA","NA","NA","NA","NA","NA","NA","NA","5.5","5","6","cyme","NA","75","25",,,"NA","NA","NA","NA","NA",,,"NA","NA","NA",,"NA",,,"NA","NA","10",,,"yes","NA","4","4","yes","NA","10","22","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","star-shaped","NA","6.5","6.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA; ito et al., 2017","online: efloras.org; phytotaxa","NA","https://doi.org/10.11646/phytotaxa.309.1.2",,,
"2855","Securinega suffruticosa","111","kakutani_1990.csv","Malpighiales","Phyllanthaceae","Flueggea","Flueggea suffruticosa","NA","separated","dioecious","none","dioecious","NA","male_flower","NA","NA","NA",,"green","exposed","exposed","actinomorphic","2","NA","NA","1","NA","NA","NA","shrub","perennial","1","3","2","sagun & raymond 2003; NA","journal: grana; online: eflora.org","https://doi.org/10.1080/00173130310016464","NA",,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2856","Sedum aizoon","113","kato_1993.csv","Saxifragales","Crassulaceae","Phedimus","Phedimus aizoon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2857","Sedum brevifolium","151","romero_2016.csv","Saxifragales","Crassulaceae","Sedum","Sedum brevifolium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2858","Sedum formosanum","115","kato_2000.csv","Saxifragales","Crassulaceae","Sedum","Sedum formosanum","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA",,"yellow","bowl","bowl","actinomorphic","11","NA","NA",,"NA","NA","NA","herb","perennial","0.1","0.15","125","NA; ito et al., 2017","online: efloras.org; journal: phytotaxa","NA","https://doi.org/10.11646/phytotaxa.309.1.2",,,,"NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2859","sedum lanceolatum","19","Caradonna 2014_2015.csv","Saxifragales","Crassulaceae","Sedum","Sedum lanceolatum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2860","Sedum sediforme","6","bartomeus_2008_fra1op.csv","Saxifragales","Crassulaceae","Sedum","Sedum sediforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cabrera 1950","brittonia","https://doi.org/10.2307/2804930",,,,
"2861","Sedum stenopetalum","21","clements_1923.csv","Saxifragales","Crassulaceae","Sedum","Sedum stenopetalum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2862","Senecio abrotanifolius","12","Benadi_2014_1.csv","Asterales","Asteraceae","Jacobaea","Jacobaea abrotanifolia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2863","Senecio aureus","148","robertson_1929.csv","Asterales","Asteraceae","Senecio","Senecio aureus","NA","bisexual","hermaphrodite","NA","NA","self_incompatible","capitulum","yes","rhizomes and stolons","NA",,"yellow","bowl","bowl","actinomorphic","19","NA","NA","6","NA","NA","NA","herb","perennial","0.15","0.75","0.5","NA; kowal, judziewicz & edwards 2011","online: https://www.friendsofthewildflowergarden.org; brittonia","NA","10.1007/s12228-010-9177-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2864","Senecio aureus","148","robertson_1929.csv","Asterales","Asteraceae","Senecio","Senecio aureus","NA","bisexual","hermaphrodite","NA","NA","self_incompatible","disc_floret","yes","rhizomes and stolons","NA",,"yellow","tube","tube","actinomorphic","1","NA","NA","3.25","3","3.5","3.5","herb","perennial","0.15","0.75","0.5","NA; kowal, judziewicz & edwards 2011","online: https://www.friendsofthewildflowergarden.org; brittonia","NA","10.1007/s12228-010-9177-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2865","Senecio bellidioides","137","primack_1983_arthurs_pass.csv","Asterales","Asteraceae","Brachyglottis","Brachyglottis bellidioides",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2866","Senecio bidwilli","137","primack_1983_arthurs_pass.csv","Asterales","Asteraceae","Brachyglottis","Brachyglottis bidwillii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2867","Senecio bustillosianus","1","arroyo_1982_1.csv","Asterales","Asteraceae","Senecio","Senecio bustillosianus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11486",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2868","Senecio cannabifolius","113","kato_1993.csv","Asterales","Asteraceae","Jacobaea","Jacobaea cannabifolia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2869","Senecio erucaeformis","1","arroyo_1982_1.csv","Asterales","Asteraceae","Senecio","Senecio eruciformis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2870","Senecio filaginoides","121","medan_2002_rio_blanco.csv","Asterales","Asteraceae","Senecio","Senecio filaginoides",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2871","Senecio francisci","1","arroyo_1982_1.csv","Asterales","Asteraceae","Senecio","Senecio francisci",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2872","Senecio gunnii","38","inouye_1988.csv","Asterales","Asteraceae","Senecio","Senecio gunnii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2873","senecio integerrimus","19","Caradonna 2014_2015.csv","Asterales","Asteraceae","Senecio","Senecio integerrimus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2874","Senecio jacobea","122","memmott_1999.csv","Asterales","Asteraceae","Jacobaea","Jacobaea vulgaris",,"REPEATED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3795.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2875","Senecio jacobea","122","memmott_1999.csv","Asterales","Asteraceae","Jacobaea","Jacobaea vulgaris",,"REPEATED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2876","Senecio lautus","38","inouye_1988.csv","Asterales","Asteraceae","Senecio","Senecio lautus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2877","Senecio lithostaurus","1","arroyo_1982_1.csv","Asterales","Asteraceae","Senecio","Senecio lithostaurus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2878","Senecio looseri",,,"Asterales","Asteraceae","Senecio","Senecio looseri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2879","Senecio looseri ","120","medan_2002_laguna_diamante.csv",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2880","Senecio nemorensis","113","kato_1993.csv","Asterales","Asteraceae","Senecio","Senecio nemorensis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2881","Senecio nikoensis","37","Inoue_1990.csv","Asterales","Asteraceae","Senecio","Senecio nikoensis","NA","bisexual","hermaphrodite","NA","NA","NA","capitulum","NA","NA","NA",,"yellow","tube","tube","actinomorphic","1","NA","NA","5.75","NA","NA","NA","herb","perennial","0.09","0.6","345","NA; NA","online: http://www.takao599museum.jp; journal: flora of taiwan, memoirs of the college of science, kyoto imperial university","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2882","Senecio nikoensis","37","Inoue_1990.csv","Asterales","Asteraceae","Senecio","Senecio nikoensis","NA","bisexual","hermaphrodite","NA","NA","NA","capitulum","NA","NA","NA",,"yellow","bowl","bowl","actinomorphic","10","NA","NA","2","NA","NA","NA","herb","perennial","0.09","0.6","345","NA; NA","online: http://www.takao599museum.jp; journal: flora of taiwan, memoirs of the college of science, kyoto imperial university","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2883","Senecio pectinatus","38","inouye_1988.csv","Asterales","Asteraceae","Senecio","Senecio pectinatus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2884","Senecio pierotii","114","kato_1996.csv","Asterales","Asteraceae","Tephroseris","Tephroseris pierotii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2885","Senecio pyrenaicus","151","romero_2016.csv","Asterales","Asteraceae","Senecio","Senecio pyrenaicus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2886","Senecio scorzoneroides","137","primack_1983_arthurs_pass.csv","Asterales","Asteraceae","Dolichoglottis","Dolichoglottis scorzoneroides",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2887","senecio serra","19","Caradonna 2014_2015.csv","Asterales","Asteraceae","Senecio","Senecio serra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2888","Senecio skirrhodon","142","Probert_Kar.csv","Asterales","Asteraceae","Senecio","Senecio skirrhodon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2889","Senecio sp1 M_PL_002","2","arroyo_1982_2.csv","NA","NA","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA",,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2890","Senecio steetzii","131","olesen_unpublished_gomera.csv","Asterales","Asteraceae","Pericallis","Pericallis steetzii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8161.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2891","Senecio subulatus","121","medan_2002_rio_blanco.csv","Asterales","Asteraceae","Senecio","Senecio subulatus","subulatus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
